
qid,labels,en
68a8dd38ff0fa456770be2f5,ru:Канэцуки Ёсида,Kanetsuki Yosida
68a8dd38ff0fa456770be514,cs:daughter Nobutady Sanady,daughter Nobutady Sanady
68a8dd38ff0fa456770be589,ru:Гото Цумити,Goto Tsumiti
68a8dd38ff0fa456770be593,ru:Исахая Офуку,Isakhaya Ofuku
68a8dd38ff0fa456770be596,ru:Рюдзодзи Иэхира,Ryudzodzi Iekhira
68a8dd38ff0fa456770be59a,ru:Рюдзодзи N,Riudzodzi N
68a8dd38ff0fa456770be59d,ru:Рюдзодзи Иэхару,Ryudzodzi Iekharu
68a8dd38ff0fa456770be5a0,ru:Исахая Киёнао,Isakhaya Kiyonao
68a8dd38ff0fa456770be5a4,ru:Исахая Сигэкадо,Isakhaya Sigekado
68a8dd38ff0fa456770be5a7,ru:Исахая Сигэмото,Isakhaya Sigemoto
68a8dd38ff0fa456770be689,ru:Ваньянь Шоучжун,Vanyan Shouchzhun
68a8dd38ff0fa456770be68d,ru:Ваньянь Шоучунь,Vanyan Shouchun
68a8dd38ff0fa456770be690,ru:Ваньянь Сюаньлин,Vanyan Syuanlin
68a8dd38ff0fa456770be697,ru:Ваньянь Хунъюй,Vanyan Khunyuy
68a8dd38ff0fa456770be6a1,ru:Ваньянь Хунси,Vanyan Khunsi
68a8dd38ff0fa456770be6a5,ru:Ваньянь Хунъянь,Vanyan Khunyan
68a8dd38ff0fa456770be6a8,ru:Ваньянь Хунхуэй,Vanyan Khunkhuey
68a8dd38ff0fa456770be6d0,ru:N Фёдоровна,N Fiodorovna
68a8dd38ff0fa456770be6d3,ru:N Фёдоровна,N Fiodorovna
68a8dd38ff0fa456770be71e,ru:Сургу-оглан,Surgu-oglan
68a8dd38ff0fa456770be7fd,bg:Исак Комнин Дука Торникий; el:Ισαάκ Τορνίκης,Isak Komnin Duka Tornikii
68a8dd38ff0fa456770be800,bg:Андроник Комнина Дука Палеолог Торникий; el:Ανδρόνικος Παλαιολόγος Τορνίκης; sr:Андроник Палеолог Торник,Andronik Komnina Duka Paleolog Tornikii
68a8dd38ff0fa456770be83b,el:Ιωάννης Παλαιολόγος Μαλιασηνός,Ioannes Palaiologos Maliasenos
68a8dd38ff0fa456770be923,cs:Štěpán Nemanjić; ru:Стефан Неманич; sr:Стефан Немањић; sv:Stefan,Stepan Nemanjic
68a8dd38ff0fa456770be990,bg:дъщеря на Алексий Апокавк; ca:filla d'Aleix Apocauc,filla d'Aleix Apocauc
68a8dd38ff0fa456770be9ac,cs:Mstislawna; ru:Мстиславна; uk:Мстислава,Mstislawna
68a8dd38ff0fa456770bea25,cs:Fusahime Hosokawa,Fusahime Hosokawa
68a8dd38ff0fa456770bea3d,ru:Дайхо-ин,Daykho-in
68a8dd38ff0fa456770bead8,az:Əmir Surğan Sulduz; uk:Сурган,@mir Surgan Sulduz
68a8dd38ff0fa456770beb61,be:Сямён Нарымонтавіч; be-tarask:Сямён Нарымонтавіч; pl:Szymon Narimontowicz; ru:Семён Наримунтович,Szymon Narimontowicz
68a8dd38ff0fa456770bebcc,sv:Chiêu Linh Hoàng thái hậu; vi:Chiêu Linh hoàng hậu,Chieu Linh Hoang thai hau
68a8dd38ff0fa456770bebcf,vi:Lê Mỹ Nga,Le My Nga
68a8dd38ff0fa456770bebd6,ru:Ли Нгуен-тонг; sv:Lý Nguyên Vương; vi:Lý Nguyên Vương,Ly Nguyen Vuong
68a8dd38ff0fa456770bebd9,sv:Lý Long Xưởng; vi:Lý Long Xưởng,Ly Long Xuong
68a8dd38ff0fa456770bebdd,vi:Trần Khắc Chung,Tran Khac Chung
68a8dd38ff0fa456770bed76,ru:Годзё Тамэнори,Godzyo Tamenori
68a8dd38ff0fa456770bf0cb,ru:Исахая Юкинори,Isakhaya Yukinori
68a8dd38ff0fa456770bf244,vi:Uất Trì Thuận,Uat Tri Thuan
68a8dd38ff0fa456770bf404,vi:Uất Trì Sĩ Đâu,Uat Tri Si Dau
68a8dd38ff0fa456770bf4de,vi:Lý Văn Bảo,Ly Van Bao
68a8dd38ff0fa456770bf50e,ru:Гао Жэньцзянь,Gao Zhentszyan
68a8dd38ff0fa456770bf513,ru:Гао Жэньгуан,Gao Zhenguan
68a8dd38ff0fa456770bf51b,ru:Гао Жэньчжи,Gao Zhenchzhi
68a8dd38ff0fa456770bf520,ru:Гао Жэньин,Gao Zhenin
68a8dd38ff0fa456770bf524,ru:Гао Жэньцянь,Gao Zhentsyan
68a8dd38ff0fa456770bf529,ru:Гао Жэньюн,Gao Zhenyun
68a8dd38ff0fa456770bf52d,ru:Гао Жэнья,Gao Zhenya
68a8dd38ff0fa456770bf531,ru:Гао Ко,Gao Ko
68a8dd38ff0fa456770bf536,ru:Гао Чо,Gao Cho
68a8dd38ff0fa456770bf53a,ru:Гао Чжэнь,Gao Chzhen
68a8dd38ff0fa456770bf55c,ru:Гао Кэ,Gao Ke
68a8dd38ff0fa456770bf561,ru:Гао Шаньдэ,Gao Shande
68a8dd38ff0fa456770bf62f,nb:孔宪知,Kong Xian Zhi
68a8dd38ff0fa456770bf6af,vi:Dương Ân,Duong An
68a8dd38ff0fa456770bf6c9,vi:Dương Văn Tư,Duong Van Tu
68a8dd38ff0fa456770bf6d2,vi:Dương Văn Tốn,Duong Van Ton
68a8dd38ff0fa456770bf776,vi:Tiêu Huệ Mỹ,Tieu Hue My
68a8dd38ff0fa456770bf79d,vi:Trương Miễn; zh-hant:張緬,Truong Mien
68a8dd38ff0fa456770bf7af,vi:Liễu Yển; sv:Liǔ Yǎn,Lieu Yen
68a8dd38ff0fa456770bf7bc,zh-cn:会稽穆公主; zh-hk:會稽穆公主; zh-tw:會稽穆公主; zh-hant:會稽穆公主; zh-hans:会稽穆公主; vi:công chúa Cối Kê Mục,cong chua Coi Ke Muc
68a8dd38ff0fa456770bf808,vi:Trần Bá Mậu,Tran Ba Mau
68a8dd38ff0fa456770bf80b,vi:Hoàn Nhan Thập Cổ,Hoan Nhan Thap Co
68a8dd38ff0fa456770bf837,ru:Пан Чжэнь,Pan Chzhen
68a8dd38ff0fa456770bf91a,vi:Da Luật Lưu Ca,Da Luat Luu Ca
68a8dd38ff0fa456770bf949,vi:Trưởng Tôn Thủy,Truong Ton Thuy
68a8dd38ff0fa456770bfaf9,bg:Мария Дукина Палеологина Сиргианина; fr:Maria Syrgiannaina; ru:Мария Дукиня Палеологина Сиргианнаина,Maria Syrgiannaina
68a8dd38ff0fa456770bfbcd,ast:Мангуш; be:Мангуш; cs:Manguš; fr:Mangouch; nl:Мангуш; ru:Мангуш; uk:Манґуш,Mangus
68a8dd38ff0fa456770bfc90,ru:Ямана Такахиро,Yamana Takakhiro
68a8dd38ff0fa456770bfcf1,cs:Tomočika Maki,Tomocika Maki
68a8dd38ff0fa456770bfd20,ru:Корэнори Асо,Korenori Aso
68a8dd38ff0fa456770bfd2f,vi:Dương Văn quân,Duong Van quan
68a8dd38ff0fa456770bfd3a,vi:Tử Lan,Tu Lan
68a8dd38ff0fa456770bfd73,ru:Ота Сукэнори,Ota Sukenori
68a8dd38ff0fa456770bfe49,fa:سانجونیشی کینکونی,Sanjōnishi Kinkuni
68a8dd38ff0fa456770bfe4f,ru:Мацудайра N,Matsudaira N
68a8dd38ff0fa456770bfe5a,ru:Канамэ Ёсида,Kaname Yosida
68a8dd38ff0fa456770bfea3,ko:효의황후; vi:Hiếu Nghĩa Hoàng hậu,Hieu Nghia Hoang hau
68a8dd38ff0fa456770bfead,yue:朱慈煊; lzh:哀愍太子; nb:朱慈煊; vi:Chu Từ Huyên,Chu Tu Huyen
68a8dd38ff0fa456770bfec4,ru:Накагава Тибо,Nakagava Tibo
68a8dd38ff0fa456770bfed6,ko:혜문후 미씨; vi:Tần Huệ Văn hậu,Tan Hue Van hau
68a8dd38ff0fa456770bfee5,vi:Thục hầu Thông,Thuc hau Thong
68a8dd38ff0fa456770bfee8,lzh:公子煇; vi:Thục hầu Huy,Thuc hau Huy
68a8dd38ff0fa456770bff10,ru:Масахидэ Икеда,Masakhide Ikeda
68a8dd38ff0fa456770bff1a,fa:توئویاما نائوکادو,Toyama Naokado
68a8dd38ff0fa456770bff6d,zh-hans:成田泰季; zh-hant:成田泰季; fa:ناریتا یاسوسوئه,Narita Yasusue
68a8dd38ff0fa456770bffab,ru:Ватари-годзен,Vatari-godzen
68a8dd38ff0fa456770bffc3,cs:Koho Hosokawa,Koho Hosokawa
68a8dd38ff0fa456770bffc6,cs:Hosokawa man,Hosokawa man
68a8dd38ff0fa456770bfff7,cs:Kóiho,Koiho
68a8dd38ff0fa456770c0035,zh-hans:季胜; zh-hant:季勝; zh-hk:季勝; vi:Quý Thắng,Quy Thang
68a8dd38ff0fa456770c004b,lzh:秦悼太子; vi:Điệu thái tử,Dieu thai tu
68a8dd38ff0fa456770c004e,vi:Thục hầu Quán,Thuc hau Quan
68a8dd38ff0fa456770c0055,zh-hans:燕后文公; zh-hant:燕後文公; zh-hk:燕後文公; vi:Yên Hậu Văn công; ko:연 문공; nan:Ian Bûn-kong (36 tāi); nl:Yên Hậu Văn công; wuu:燕后文公; ast:Yên Hậu Văn công; lzh:燕後文公,Yen Hau Van cong
68a8dd38ff0fa456770c005c,vi:Đấu Bàn,Dau Ban
68a8dd38ff0fa456770c011d,zh-hans:燕后桓公; zh-hant:燕後桓公; zh-hk:燕後桓公; vi:Yên Hậu Hoàn công; nan:Ian Hoân-kong; nl:Yên Hậu Hoàn công; ast:Yên Hậu Hoàn công; lzh:燕後桓公,Yen Hau Hoan cong
68a8dd38ff0fa456770c011f,ru:Набэсима Цуру,Nabesima Tsuru
68a8dd38ff0fa456770c0123,ru:Ходзё-ин,Khodzyo-in
68a8dd38ff0fa456770c012a,ru:Кумасиро Наонага,Kumasiro Naonaga
68a8dd38ff0fa456770c0132,vi:Khắc Hoàng,Khac Hoang
68a8dd38ff0fa456770c01be,fa:یاماگوچی مونهناگا,Yamaguchi Munenaga
68a8dd38ff0fa456770c01f9,ru:Икома Тоёмаса,Ikoma Toyomasa
68a8dd38ff0fa456770c0286,cs:Koiši; zh-hant:小石殿,Koisi
68a8dd38ff0fa456770c0299,lzh:陰嫚; da:prinsesse Yangzi,prinsesse Yangzi
68a8dd38ff0fa456770c0306,cs:Ozakinocubone,Ozakinocubone
68a8dd38ff0fa456770c0348,vi:Hồ Uyển,Ho Uyen
68a8dd38ff0fa456770c034b,zh-hans:燕成公; zh-hant:燕成公; zh-hk:燕成公; vi:Yên Thành công; nan:Ian Sêng-kong; nl:Yên Thành công; ast:Yên Thành công; lzh:燕成公,Yen Thanh cong
68a8dd38ff0fa456770c0366,vi:Điền Giả; ko:전가; lzh:田假,Dien Gia
68a8dd38ff0fa456770c0405,ru:Лу Юнг; vi:Lục Ung,Luc Ung
68a8dd38ff0fa456770c044e,ru:Исахая N,Isakhaia N
68a8dd38ff0fa456770c0466,cs:daughter Dósana Saitóa,daughter Dosana Saitoa
68a8dd38ff0fa456770c049a,ru:Накагава Сигекиё,Nakagava Sigekiyo
68a8dd38ff0fa456770c0529,ru:Ёсихимэ Ояма,Yosikhime Oyama
68a8dd38ff0fa456770c055f,cs:daughter Dósana Saitóa,daughter Dosana Saitoa
68a8dd38ff0fa456770c0563,cs:daughter Dósana Saitóa,daughter Dosana Saitoa
68a8dd38ff0fa456770c05ed,cs:daughter Motočiky Čósokabeho,daughter Motociky Cosokabeho
68a8dd38ff0fa456770c05f0,cs:daughter Motočiky Čósokabeho,daughter Motociky Cosokabeho
68a8dd38ff0fa456770c0697,zh-hk:黑田利則; zh-tw:黑田利則; zh-cn:黑田利则; ru:Курода Тосинори,Kuroda Tosinori
68a8dd38ff0fa456770c06ae,ru:Масааки Кадзюдзи; zh-hk:勸修寺政顯; zh-hant:勸修寺政顯,Masaaki Kadzyudzi
68a8dd38ff0fa456770c06c6,nb:あここの方; cs:Akoko no Kata,Akoko no Kata
68a8dd38ff0fa456770c070b,ru:Сигэтада Киёта,Sigetada Kiyota
68a8dd38ff0fa456770c0780,ru:неизвестная дочь Датэ Танэмунэ,neizvestnaya doch Date Tanemune
68a8dd38ff0fa456770c0a26,vi:Lý Triết,Ly Triet
68a8dd38ff0fa456770c0a30,vi:Vương Bỉnh,Vuong Binh
68a8dd38ff0fa456770c0a35,ca:Ruan Tongzhi,Ruan Tongzhi
68a8dd38ff0fa456770c0b19,ru:Иваки-годзен,Ivaki-godzen
68a8dd38ff0fa456770c0b7c,fa:آماگو سانههیسا,Amago Sanehisa
68a8dd38ff0fa456770c0ba2,ru:Корэтада Асо,Koretada Aso
68a8dd38ff0fa456770c0bba,ru:Тадакиё Окамото,Tadakiyo Okamoto
68a8dd38ff0fa456770c0bdc,ru:Ота Сигэцура,Ota Sigetsura
68a8dd38ff0fa456770c0c48,ru:Сиокава Кунимицу,Siokava Kunimitsu
68a8dd38ff0fa456770c0c52,ru:дочь Мори Ёсинари,doch Mori Yosinari
68a8dd38ff0fa456770c0c5c,cs:daughter Čikacuny Nakajamy,daughter Cikacuny Nakajamy
68a8dd38ff0fa456770c0c93,ru:Канэтоми Ёсида,Kanetomi Yosida
68a8dd38ff0fa456770c0d27,ru:Нагаёси Маки,Nagayosi Maki
68a8dd38ff0fa456770c0d2a,fa:توئویاما کاگهتو,Toyama Kageto
68a8dd38ff0fa456770c0d2e,fa:اودا نوبویاسو,Oda Nobuyasu
68a8dd38ff0fa456770c0dd5,cs:Jukitaka Hosokawa,Jukitaka Hosokawa
68a8dd38ff0fa456770c0e2f,cs:daughter Naritaky Móriho,daughter Naritaky Moriho
68a8dd38ff0fa456770c0e76,zh-tw:和田惟長; zh-hk:和田惟長; yue:和田惟長; zh-cn:和田惟长; zh-hans:和田惟长; zh-hant:和田惟長; zh-mo:和田惟長; zh-my:和田惟长; zh-sg:和田惟长; fa:وادا کورهناگا,Wada Korenaga
68a8dd38ff0fa456770c0e9a,mn:Nairaqu buqa,Nairaqu buqa
68a8dd38ff0fa456770c0ec2,cs:Seidžuin,Seidzuin
68a8dd38ff0fa456770c0f11,ru:Садацуна Цутия,Sadatsuna Tsutiya
68a8dd38ff0fa456770c0f1f,cs:daughter Naritaky Móriho,daughter Naritaky Moriho
68a8dd38ff0fa456770c0f25,ru:Набэсима Оман,Nabesima Oman
68a8dd38ff0fa456770c0f29,ru:Набэсима Наотака,Nabesima Naotaka
68a8dd38ff0fa456770c0f2c,ru:Таку Сигэтоки,Taku Sigetoki
68a8dd38ff0fa456770c0f30,ru:Таку Сигэнори,Taku Sigenori
68a8dd38ff0fa456770c0f33,ru:Исахая Сигэёси,Isakhaya Sigeyosi
68a8dd38ff0fa456770c0f36,ru:Кумасиро Исэман,Kumasiro Iseman
68a8dd38ff0fa456770c0f3a,ru:Кумасиро Онари,Kumasiro Onari
68a8dd38ff0fa456770c0f97,ru:Митимаса Эдо,Mitimasa Edo
68a8dd38ff0fa456770c0fc7,ru:Садасигэ Кимура,Sadasige Kimura
68a8dd38ff0fa456770c0fcb,ru:Сигэюки Синохара,Sigeyuki Sinokhara
68a8dd38ff0fa456770c0fe6,ru:Икома Ехиро,Ikoma Ekhiro
68a8dd38ff0fa456770c0fe9,ru:Икома Ёсинага,Ikoma Yosinaga
68a8dd38ff0fa456770c1009,cs:daughter Nobumasa Sanada (zákonná manželka Masaaki Toyama),daughter Nobumasa Sanada (zakonna manzelka Masaaki Toyama)
68a8dd38ff0fa456770c100c,cs:daughter Nobumasy Sanady (nástupce Arišige Koide),daughter Nobumasy Sanady (nastupce Arisige Koide)
68a8dd39ff0fa456770c24b9,nb:新都公主; vi:Công chúa Tân Đô,Cong chua Tan Do
68a8dd39ff0fa456770c2714,ca:Elionor d'Aragó-Urgell; cs:Eleonora z Urgellu; es:Leonor de Aragón y Montferrato; fr:Éléonore d'Aragon et Montferrat; nl:Elionor d'Aragó i Montferrat; ru:Элеонор Урхель-Монферратская,Elionor d'Arago-Urgell
68a8dd39ff0fa456770c27e9,ca:Joanic Comnè; de:Johannikios Komnenos; el:Ιωαννίκιος Κομνηνός; fr:Ioannikios Komnenos; nb:Johannikios Komnenos; nl:Johannikios Komnenos; pl:Joannikios Komnen; ru:Иоанник Комнин; sq:Johannikios Komnenos; tr:İoannikios Komninos; uk:Іоанік Комнін,Joanic Comne
68a8dd39ff0fa456770c27fb,bg:Мелхиседек Акрополит; cs:Melchisedék Ákropolítis; el:Μελχισεδέκ Άκροπολίτης; ru:Мелхиседек Акрополит,Melchisedek Akropolitis
68a8dd39ff0fa456770c2917,bg:Димитър Ангел Метохит; cs:Démétrios Angelos-Metochités,Demetrios Angelos-Metochites
68a8dd39ff0fa456770c291c,bg:Никифор Ласкарис Метохит; cs:Nikifóros Laskaris-Metochités,Nikiforos Laskaris-Metochites
68a8dd39ff0fa456770c2920,bg:Михаил Ласкарис Метохит; cs:Michail Laskaris-Metochités,Michail Laskaris-Metochites
68a8dd39ff0fa456770c29bb,be:Вольга Усеваладаўна; cs:Olga Vsěvolodovna; lt:Olga Smolenskietė; nb:Olga Smolenskietė; nl:Olga Smolenskietė; ru:Ольга Всеволодовна (Смоленская),Olga Vsevolodovna
68a8dd39ff0fa456770c2a2f,ast:Dymitr Koriatowicz; be:Дзмітрый Карыятавіч; be-tarask:Дзьмітры Карыятавіч; cs:Dmitrij Koriatovič; fr:Dymitr Koriatowicz; pl:Dymitr Koriatowicz; ru:Дмитрий Кориатович; uk:Дмитро Коріятович,Dymitr Koriatowicz
68a8dd39ff0fa456770c2a33,be:Барыс Карыятавіч; pl:Borys Koriatowicz; uk:Борис Коріятович,Borys Koriatowicz
68a8dd39ff0fa456770c2a37,be:Канстанцін Карыятавіч; be-tarask:Канстанцін Карыятавіч; pl:Konstanty Koriatowicz; uk:Костянтин Коріятович,Konstanty Koriatowicz
68a8dd39ff0fa456770c2a3d,be:Леў Карыятавіч; be-tarask:Леў Карыятавіч; pl:Lew Koriatowicz; ru:Лев Кориатович,Lew Koriatowicz
68a8dd39ff0fa456770c2a41,be:Васіль Карыятавіч; be-tarask:Васіль Карыятавіч; pl:Bazyli Koriatowicz; ru:Василий Кориатович,Bazyli Koriatowicz
68a8dd39ff0fa456770c2a46,ast:Żedywid Koriatowicz; be:Жэдзівід; pl:Żedywid Koriatowicz; ru:Жедивид Кориатович,Zedywid Koriatowicz
68a8dd39ff0fa456770c2a57,be:Лазар Любартавіч; be-tarask:Лазар Любартавіч; pl:Łazarz Lubartowicz; ru:Лазарь Любартович,Lazarz Lubartowicz
68a8dd39ff0fa456770c2a5c,be:Сямён Любартавіч; be-tarask:Сямён Любартавіч; pl:Semen Lubartowicz; ru:Семён Любартович,Semen Lubartowicz
68a8dd39ff0fa456770c2b8d,ru:Набэсима Цунэфуса,Nabesima Tsunefusa
68a8dd39ff0fa456770c2b94,zh-hans:龙造寺家兼; zh-hant:龍造寺家兼; zh-hk:龍造寺家兼; ko:류조지 이에카네; ru:Рюдзодзи Иэканэ,Ryudzodzi Iekane
68a8dd39ff0fa456770c2b97,ru:Рюдзодзи Иэкадо,Ryudzodzi Iekado
68a8dd39ff0fa456770c2b9a,ru:Рюдзодзи Тикаиэ,Ryudzodzi Tikaie
68a8dd39ff0fa456770c2c8a,ru:Кацуюки Мацуи,Katsuyuki Matsui
68a8dd39ff0fa456770c2daa,ru:Рюдзодзи N,Riudzodzi N
68a8dd39ff0fa456770c2db2,ru:Гото N,Goto N
68a8dd39ff0fa456770c2db8,ru:Рюдзодзи Наганобу,Ryudzodzi Naganobu
68a8dd39ff0fa456770c2dbb,ru:Ода N,Oda N
68a8dd39ff0fa456770c2dbf,ru:Рюдзодзи Акиканэ,Ryudzodzi Akikane
68a8dd39ff0fa456770c2fde,ru:Хиросукэ Суги,Khirosuke Sugi
68a8dd39ff0fa456770c3231,ru:Саданари Мураи,Sadanari Murai
68a8dd39ff0fa456770c3269,ru:Сукэмицу Киноваки,Sukemitsu Kinovaki
68a8dd39ff0fa456770c3400,ru:Кэндзи Нисиваки,Kendzi Nisivaki
68a8dd39ff0fa456770c3572,ru:Ли Жан,Li Zhan
68a8dd39ff0fa456770c3576,ru:Ли Инь,Li In
68a8dd39ff0fa456770c3581,ru:Ли Хун,Li Khun
68a8dd39ff0fa456770c3584,ru:Ли Тяо,Li Tyao
68a8dd39ff0fa456770c35c6,bo:ཚེ་སྤོང་བཟའ་འབྲི་མ་ཐོད་དཀར།; nb:ཚེ་སྤོང་བཟའ་འབྲི་མ་ཐོད་དཀར།,tshe-spong-bz'-'bri-m-thod-dkr /
68a8dd39ff0fa456770c36ee,vi:Tư Mã Tiêu Nan,Tu Ma Tieu Nan
68a8dd39ff0fa456770c39e3,vi:Lý Sùng,Ly Sung
68a8dd39ff0fa456770c3a00,ru:Наложница Ли,Nalozhnitsa Li
68a8dd39ff0fa456770c3a0a,vi:Hồ Trường Nhân,Ho Truong Nhan
68a8dd39ff0fa456770c3b92,ru:Кин Ин,Kin In
68a8dd39ff0fa456770c3bfe,vi:Tiêu Hàm Trinh,Tieu Ham Trinh
68a8dd39ff0fa456770c3caf,vi:Trần Chí Trạch,Tran Chi Trach
68a8dd39ff0fa456770c3d9f,vi:Trưởng Tôn Hiếu Chính,Truong Ton Hieu Chinh
68a8dd39ff0fa456770c3fa1,vi:Thành Trang hoàng hậu,Thanh Trang hoang hau
68a8dd39ff0fa456770c402d,bo:མང་རྗེ་ཐོད་དཀར་ལེགས།; nb:མང་རྗེ་ཐོད་དཀར་ལེགས།,mng-rje-thod-dkr-legs /
68a8dd39ff0fa456770c4267,cs:daughter Čang Si-canga,daughter Cang Si-canga
68a8dd39ff0fa456770c4532,ru:Корэтакэ Асо,Koretake Aso
68a8dd39ff0fa456770c458f,ko:쇼니 노리요리; ru:Сёни Нориёри,Syoni Noriyori
68a8dd39ff0fa456770c459f,ru:Рюдзодзи Иэкадзу,Ryudzodzi Iekadzu
68a8dd39ff0fa456770c45a6,ru:Рюдзодзи Нобутика,Ryudzodzi Nobutika
68a8dd39ff0fa456770c4632,fa:ماتسوی یوکان,Matsui Yukan
68a8dd39ff0fa456770c46d8,ko:류조지 마사이에; ru:Рюдзодзи Масаиэ,Ryudzodzi Masaie
68a8dd39ff0fa456770c46db,ko:에가미 이에타네; ru:Эгами Иэтанэ,Egami Ietane
68a8dd39ff0fa456770c46de,ru:Рюдзодзи Танэмицу,Ryudzodzi Tanemitsu
68a8dd39ff0fa456770c46e1,ru:Омура Сумисаки,Omura Sumisaki
68a8dd39ff0fa456770c46e5,ru:Гото Сумиаки,Goto Sumiaki
68a8dd39ff0fa456770c46ef,ru:Таку Ясутоси,Taku Yasutosi
68a8dd39ff0fa456770c46f2,ru:Ода Масамицу,Oda Masamitsu
68a8dd39ff0fa456770c4a59,ru:Тикакиё Хэва,Tikakiyo Kheva
68a8dd39ff0fa456770c4ac8,zh-hk:龍造寺家氏; yue:龍造寺家氏; ru:Рюдзодзи Иэудзи,Ryudzodzi Ieudzi
68a8dd39ff0fa456770c4acb,ru:Рюдзодзи Танэиэ,Ryudzodzi Taneie
68a8dd39ff0fa456770c4ace,ru:Рюдзодзи Танэкадзу,Ryudzodzi Tanekadzu
68a8dd39ff0fa456770c4ad2,ru:Рюдзодзи Танэхиса,Ryudzodzi Tanekhisa
68a8dd39ff0fa456770c4ad5,ru:Рюдзодзи Нобуаки,Ryudzodzi Nobuaki
68a8dd39ff0fa456770c4bb6,zh-hant:龍造寺高房; zh-cn:龙造寺高房; ko:류조지 다카후사; zh-hans:龙造寺高房; ru:Рюдзодзи Такафуса,Ryudzodzi Takafusa
68a8dd39ff0fa456770c4bba,ru:Рюдзодзи Иэнари,Ryudzodzi Ienari
68a8dd39ff0fa456770c4bbd,ru:Гото N,Goto N
68a8dd39ff0fa456770c4d87,ru:Набэсима Сигэтика,Nabesima Sigetika
68a8dd39ff0fa456770c4db2,ru:Ёкояма Нагатомо,Yokoyama Nagatomo
68a8dd39ff0fa456770c4db5,ru:Ёкояма Тадаси,Yokoyama Tadasi
68a8dd39ff0fa456770c51af,vi:Tư Mã Hưng Long,Tu Ma Hung Long
68a8dd39ff0fa456770c52de,vi:Thác Bạt Trinh,Thac Bat Trinh
68a8dd39ff0fa456770c530e,vi:Lý Tuấn,Ly Tuan
68a8dd39ff0fa456770c5332,ru:Гаи Ри,Gai Ri
68a8dd39ff0fa456770c53d6,vi:Tư Mã Hùng,Tu Ma Hung
68a8dd39ff0fa456770c53d9,vi:Tư Mã Khản,Tu Ma Khan
68a8dd39ff0fa456770c53dc,vi:Vương Hoán,Vuong Hoan
68a8dd39ff0fa456770c53f3,vi:công chúa Bắc Hương,cong chua Bac Huong
68a8dd39ff0fa456770c53f7,vi:Nhĩ Chu Văn Sướng,Nhi Chu Van Suong
68a8dd39ff0fa456770c53fa,vi:Nhĩ Chu Văn Lược; zh-hant:爾朱文略,Nhi Chu Van Luoc
68a8dd39ff0fa456770c547f,vi:Nguyên Man,Nguyen Man
68a8dd39ff0fa456770c548c,vi:Phong thị,Phong thi
68a8dd39ff0fa456770c5493,vi:Cao Thận,Cao Than
68a8dd39ff0fa456770c5511,vi:Hộc Luật Na Côi,Hoc Luat Na Coi
68a8dd39ff0fa456770c5514,vi:Hộc Luật Tiện,Hoc Luat Tien
68a8dd39ff0fa456770c55fd,ko:소부자; vi:Tiêu Phó Tử,Tieu Pho Tu
68a8dd39ff0fa456770c56ee,vi:Vương Hiển Tự,Vuong Hien Tu
68a8dd39ff0fa456770c5bf8,ru:наложница Вэй; nb:韦贵妃 (唐穆宗); ko:선의황후,nalozhnitsa Vey
68a8dd39ff0fa456770c5c9c,vi:Tiêu Trưng,Tieu Trung
68a8dd39ff0fa456770c6074,ru:Г-жа Синь,G-zha Sin
68a8dd39ff0fa456770c60d7,bo:རྒྱལ་པོ་གནམ་རི་སྲོང་བཙན།,rgyl-po-gnm-ri-srong-btsn /
68a8dd39ff0fa456770c6215,vi:Tư Mã Tử Như,Tu Ma Tu Nhu
68a8dd39ff0fa456770c6390,uk:Тайсі,Taisi
68a8dd39ff0fa456770c64a5,vi:Ngô Hồi,Ngo Hoi
68a8dd39ff0fa456770c6557,zh-hans:陆终; zh-hant:陸終; zh-hk:陸終; vi:Lục Chung; nl:Lục Chung; ast:Lục Chung,Luc Chung
68a8dd39ff0fa456770c6585,vi:Phùng Thế Phụ,Phung The Phu
68a8dd39ff0fa456770c658f,vi:Cao Thiệu Đức,Cao Thieu Duc
68a8dd39ff0fa456770c659c,vi:Công chúa Nghĩa Ninh,Cong chua Nghia Ninh
68a8dd39ff0fa456770c67e9,vi:Trương Mục Chi,Truong Muc Chi
68a8dd39ff0fa456770c6818,vi:Trần thái phi,Tran thai phi
68a8dd39ff0fa456770c690b,vi:Trương Thứ Huệ,Truong Thu Hue
68a8dd39ff0fa456770c6fc7,vi:Lý thị,Ly thi
68a8dd39ff0fa456770c723e,vi:Vương Tập,Vuong Tap
68a8dd39ff0fa456770c7497,ru:Рюдзодзи Суэаки,Ryudzodzi Sueaki
68a8dd39ff0fa456770c749a,ru:Гото Сикиаки,Goto Sikiaki
68a8dd39ff0fa456770c75ea,ru:Ёкояма Нагатака,Yokoyama Nagataka
68a8dd39ff0fa456770c75ee,ru:Ёкояма Гэндзи,Yokoyama Gendzi
68a8dd39ff0fa456770c7721,ru:Нагаясу Огасавара,Nagayasu Ogasavara
68a8dd39ff0fa456770c7a8d,vi:Lý Kỳ,Ly Ky
68a8dd39ff0fa456770c7a9e,vi:Lưu Thừa Tự; zh-hant:劉承緒,Luu Thua Tu
68a8dd39ff0fa456770c7b0c,vi:Tư Mã Sở Chi,Tu Ma So Chi
68a8dd39ff0fa456770c7b0f,vi:Công chúa Hà Nội,Cong chua Ha Noi
68a8dd39ff0fa456770c7b16,vi:Khâm Văn Cơ Thần,Kham Van Co Than
