qid	label	sex	birth	death	gedcom	wikidata_qid	geni_id
Q45562	Gil  de Acevedo-Penalosa y Amaya	Q153718			Gil /de Acevedo-Peñalosa y Amaya/		
Q45565	Li Kan	Q153718		+0816-01-01T00:00:00Z		Q45685524	6000000075060927022
Q45566	Rosalia  de Acevedo-Penalosa y Amaya	Q153719			Rosalia /de Acevedo-Peñalosa y Amaya/		
Q45568	Jeonggang of Silla	Q153718				Q485645	
Q45569	Li Qie	Q153718		+0814-01-01T00:00:00Z		Q45556582	6000000075061403974
Q45570	Javier Fernando  de Acevedo-Penalosa y Amaya	Q153718			Javier Fernando /de Acevedo-Peñalosa y Amaya/		
Q45572	Jinseong of Silla	Q153719				Q484705	
Q45573	Li Ding	Q153718				Q45446474	6000000074735329898
Q45574	Maria Manuela  de Acevedo-Penalosa y Amaya	Q153719			Maria Manuela /de Acevedo-Peñalosa y Amaya/		
Q45576	Phu nhân Buho	Q153719				Q84943023	
Q45577	Li Mou	Q153718				Q45497767	
Q45578	Michaela  de Acevedo-Penalosa y Amaya	Q153719			Michaela /de Acevedo-Peñalosa y Amaya/		
Q45580	Sindeok of Silla	Q153718				Q485609	
Q45581	Li Xiaosun	Q153718				Q45421015	6000000074735660821
Q45582	BARTHOLOME  FERREIRA GOMEZ Y ACEVEDO	Q153718			BARTHOLOME /FERREIRA GOMEZ Y ACEVEDO/		
Q45584	Gyeongae of Silla	Q153718				Q485832	
Q45585	Li Yin	Q153718		+0793-01-01T00:00:00Z		Q45509279	6000000074735519894
Q45586	Francisco Antonio  FERREIRA Y ACEVEDO SOTOMAYOR	Q153718			Francisco Antonio /FERREIRA Y ACEVEDO SOTOMAYOR/		
Q45588	Tumbinai Khan	Q153718	+1080-00-00T00:00:00Z	+1130-00-00T00:00:00Z		Q4000404	
Q45589	Yan Qing	Q153718	+0506-00-00T00:00:00Z	+0582-00-00T00:00:00Z		Q11656519	
Q45590	MANUEL  Ferreira y Acevedo Sotomayor (alferez)	Q153718			MANUEL /Ferreira y Acevedo Sotomayor (alferez)/		
Q45592	Altan	Q153718	+1200-00-00T00:00:00Z	+1204-00-00T00:00:00Z		Q62260544	
Q45593	Yan Lixing	Q153718		+0685-01-01T00:00:00Z		Q45616130	
Q45594	Ignacia Javiera  Garcia Galvis Tapia Penagos	Q153719			Ignacia Javiera /Garcia Galvis Tapia Penagos/		
Q45596	Sorqatou-yurki	Q153718				Q81746745	
Q45597	Yan Kejian	Q153718		+0715-01-01T00:00:00Z		Q45616322	
Q45598	Isabel de la Cruz  Garcia Galvis Tapia Penagos	Q153719			Isabel de la Cruz /Garcia Galvis Tapia Penagos/		
Q45600	Buri Boqo	Q153718	+1200-00-00T00:00:00Z	+1197-00-00T00:00:00Z		Q81530181	
Q45601	Yan Jiabin	Q153718		+0715-01-01T00:00:00Z		Q45616446	
Q45602	Juan Domingo  Valero de Tapia Penagos y Toro Zapata	Q153718			Juan Domingo /Valero de Tapia Penagos y Toro Zapata/		
Q45604	黄兀儿	Q153718				Q38963209	
Q45605	Yan Zhiwei	Q153718		+0745-01-01T00:00:00Z		Q45615688	
Q45606	Eluterio  Penagos Arteaga	Q153718			Eluterio /Penagos Arteaga/		
Q45608	彻里帖木儿	Q153718				Q38962839	
Q45609	Yan Juyuan	Q153718		+0745-01-01T00:00:00Z		Q45615750	
Q45610	Isabel Maria  Prado y Verdugo de la Vega	Q153719			Isabel María /Prado y Verdugo de la Vega/		
Q45612	Yezhili	Q153718				Q24838495	
Q45613	Li Yi	Q153718		+0793-01-01T00:00:00Z		Q45509799	
Q45614	Petronila  Varas Ponce de Leon y Prado	Q153719			Petronila /Varas Ponce de León y Prado/		
Q45616	Shengnahaer	Q153718				Q24838471	
Q45617	Li Xin	Q153718		+0793-01-01T00:00:00Z		Q45510622	
Q45618	Gabriel  Varas Ponce de Leon Prado	Q153718			Gabriel /Varas Ponce de León Prado/		
Q45620	Emperor Chongzong of Western Xia	Q153718	+1084-01-01T00:00:00Z	+1139-01-01T00:00:00Z		Q7451	
Q45621	Li He	Q153718		+0793-01-01T00:00:00Z		Q45510685	
Q45622	Maria Eugenia  Martinez de Prado Jimenez de Lorca	Q153719			María Eugenia /Martínez de Prado Jiménez de Lorca/		
Q45624	Li Renai	Q153718	+1108-01-01T00:00:00Z			Q11095287	
Q45625	Li Dong	Q153718		+0793-01-01T00:00:00Z		Q45510749	
Q45626	Pedro  Prado y Lorca	Q153718			Pedro /Prado y Lorca/		
Q45628	Emperor Renzong of Western Xia	Q153718	+1124-01-01T00:00:00Z	+1193-10-16T00:00:00Z		Q7453	
Q45629	Li Zhu	Q153718		+0793-01-01T00:00:00Z		Q45512668	6000000075060876007
Q45630	Eupercaria	Q153718			/Eupercaria/		
Q45632	Wanyan Zongyao	Q153718	+1096-00-00T00:00:00Z	+1135-00-00T00:00:00Z		Q8007723	
Q45633	Li ??	Q153718		+0793-01-01T00:00:00Z		Q45512410	6000000075060797118
Q45634	Jose  Prado Lorca	Q153718			José /Prado Lorca/		
Q45636	Empress Zhenyi	Q153719	+1094-00-00T00:00:00Z	+1161-00-00T00:00:00Z		Q8258593	
Q45637	Li Xi	Q153718		+0793-01-01T00:00:00Z		Q45513047	6000000075061420832
Q45638	Vicente Francisco Felix Ascensio Nicolas  Martinez de Prado y Jimenez de Lorca	Q153718			Vicente Francisco Félix Ascensio Nicolás /Martínez de Prado y Jiménez de Lorca/		
Q45640	완안오리보	Q153718				Q16260831	
Q45641	Li Si	Q153718		+0793-01-01T00:00:00Z		Q45513112	6000000075060141402
Q45642	Francisca  Prado Lorca	Q153719			Francisca /Prado Lorca/		
Q45644	Empress Mingde	Q153719		+1152-01-01T00:00:00Z		Q8258606	
Q45645	Li Chi	Q153718		+0793-01-01T00:00:00Z		Q45513811	6000000075061143920
Q45646	Petronila  Prado Lorca	Q153719			Petronila /Prado Lorca/		
Q45648	鲁国大长公主	Q153719				Q134097183	
Q45649	Li Yi	Q153718		+0793-01-01T00:00:00Z		Q45513874	6000000075061415837
Q45650	Juana Margarita  Prado Lorca	Q153719			Juana Margarita /Prado Lorca/		
Q45652	Empress Xiaoyi	Q153719	+1147-00-00T00:00:00Z	+1191-00-00T00:00:00Z		Q8258637	
Q45653	Li	Q153719				Q25926179	
Q45654	Catalina de los Santos  de Prado y Araus	Q153719			Catalina de los Santos /de Prado y Araus/		
Q45656	Empress Zhaosheng	Q153719	+1139-10-16T00:00:00Z	+1163-01-01T00:00:00Z		Q8258589	
Q45657	Li Fan	Q153718		+0816-01-01T00:00:00Z		Q45514826	6000000075061458821
Q45658	Manuel Antonio  Gomez de Silva Prado	Q153718			Manuel Antonio /Gómez de Silva Prado/		
Q45660	完顏從彝	Q153718	+1150-00-00T00:00:00Z			Q16078087	
Q45661	Li Zan	Q153718		+0816-01-01T00:00:00Z		Q45514954	6000000075061226892
Q45662	Miguel Antonio  Gomez de Silva Prado	Q153718			Miguel Antonio /Gómez de Silva Prado/		
Q45664	完顏從憲	Q153718				Q10947931	
Q45665	Li Kang	Q153718		+0816-01-01T00:00:00Z		Q45515141	6000000075061181957
Q45666	Catalina Antonia  Gomez de Silva Prado	Q153719			Catalina Antonia /Gómez de Silva Prado/		
Q45668	完顏玠	Q153718	+1181-00-00T00:00:00Z	+1192-00-00T00:00:00Z		Q10947945	
Q45669	Li Yu	Q153718		+0816-01-01T00:00:00Z		Q45515204	6000000075060842014
Q45670	Isabel  Tapia	Q153719			Isabel /Tapia/		
Q45672	完顏琮	Q153718		+1194-01-01T00:00:00Z		Q10947946	
Q45673	Li Zhi	Q153718		+0816-01-01T00:00:00Z		Q45515266	6000000075061281910
Q45674	Eupercaria	Q153718			/Eupercaria/		
Q45676	完顏瓌	Q153718				Q10947947	
Q45677	Li Shi	Q153719	+0762-01-01T00:00:00Z	+0793-01-01T00:00:00Z		Q65803743	6000000075060133223
Q45678	Pedro  Ramirez de Montalvo y Tapia	Q153718			Pedro /Ramírez de Montalvo y Tapia/		
Q45680	Emperor Xuanzong of Jin	Q153718	+1163-04-18T00:00:00Z	+1224-01-14T00:00:00Z		Q5080	
Q45681	Li Lian	Q153718		+0816-01-01T00:00:00Z		Q45515393	6000000075061369868
Q45682	Diego  Ramirez de Montalvo y Tapia	Q153718			Diego /Ramírez de Montalvo y Tapia/		
Q45684	Emperor Zhangzong of Jin	Q153718	+1168-08-31T00:00:00Z	+1208-12-29T00:00:00Z		Q5074	
Q45685	Li Qinye	Q153718		+0793-01-01T00:00:00Z		Q45511389	6000000075061236925
Q45687	Antonio  Ramirez de Montalvo y Tapia	Q153718			Antonio /Ramírez de Montalvo y Tapia/		
Q45688	邢国长公主	Q153719				Q16603658	
Q45689	Li Qinfu	Q153718		+0793-01-01T00:00:00Z		Q45511578	6000000075061040946
Q45691	Maria  Ramirez de Montalvo y Tapia	Q153719			Maria /Ramírez de Montalvo y Tapia/		
Q45692	張元妃	Q153719				Q30950334	
Q45693	Li Qine	Q153718		+0793-01-01T00:00:00Z		Q45511832	6000000075060141385
Q45695	Bartolome  Ramirez de Montalvo y Tapia	Q153718			Bartolomé /Ramírez de Montalvo y Tapia/		
Q45696	完颜璹	Q153718	+1172-01-01T00:00:00Z			Q10947968	
Q45697	Li Yi	Q153718				Q45510539	
Q45699	Francisco  Ramirez de Montalvo y Tapia	Q153718			Francisco /Ramírez de Montalvo y Tapia/		
Q45700	Tuohuan	Q153718				Q45678480	
Q45701	Li Cheng	Q153718		+0793-01-01T00:00:00Z		Q45515713	6000000075061250914
Q45703	Gabriela  Ramirez de Montalvo y Tapia	Q153719			Gabriela /Ramírez de Montalvo y Tapia/		
Q45704	Chala	Q153718				Q45518422	
Q45705	Li Yuanxi	Q153718		+0793-01-01T00:00:00Z		Q45517139	6000000075061002973
Q45707	Teresa  Ramirez de Montalvo y Tapia	Q153719			Teresa /Ramírez de Montalvo y Tapia/		
Q45708	Talabuga	Q153718	+1300-01-01T00:00:00Z	+1291-01-01T00:00:00Z		Q427920	
Q45709	Li Yuanyin	Q153718		+0793-01-01T00:00:00Z		Q45517397	6000000075060206326
Q45711	Maria  de Vera Aragon y Medina Montalvo	Q153719			María /de Vera Aragón y Medina Montalvo/		
Q45712	Shelkan	Q153718		+1327-08-15T00:00:00Z		Q4528621	
Q45713	Li Zhong	Q153718		+0793-01-01T00:00:00Z		Q45517590	6000000075061426859
Q45715	Francisco  de Vera Aragon y Medina Montalvo	Q153718			Francisco /de Vera Aragón y Medina Montalvo/		
Q45716	Öz Beg Khan	Q153718	+1282-01-01T00:00:00Z	+1341-01-01T00:00:00Z		Q335097	
Q45717	Li Shui	Q153718		+0793-01-01T00:00:00Z		Q45517654	6000000075061400901
Q45719	Isabel  de Vera y Aragon y Medina Montalvo	Q153719			Isabel /de Vera y Aragón y Medina Montalvo/		
Q45720	Nogai Khan	Q153718				Q102858254	
Q45721	Li Nong	Q153718		+0793-01-01T00:00:00Z		Q45517975	6000000075061291947
Q45723	Claudia  de Vera y Aragon y Medina Montalvo	Q153719			Claudia /de Vera y Aragón y Medina Montalvo/		
Q45724	Theodore the Black	Q153718	+1240-00-00T00:00:00Z	+1299-01-01T00:00:00Z		Q172502	6000000013591617159
Q45725	Li Leng	Q153718		+0793-01-01T00:00:00Z		Q45518103	6000000075061272910
Q45727	Juan Alejo  de Vera y Aragon y Medina Montalvo	Q153718			Juan Alejo /de Vera y Aragón y Medina Montalvo/		
Q45728	David of Yaroslavl	Q153718		+1321-01-01T00:00:00Z		Q4153586	
Q45729	Li Cheng	Q153718		+0793-01-01T00:00:00Z		Q45518297	6000000075061210960
Q45731	Jose  de Medina y Montalvo Villafane	Q153718			José /de Medina y Montalvo Villafañe/		
Q45732	Konstantin Fyodorovich	Q153718				Q4231325	
Q45733	Li Zhen	Q153718		+0793-01-01T00:00:00Z		Q45518552	6000000075061143952
Q45735	Maria Ignacia  de Medina y Montalvo Villafane	Q153719			María Ignacia /de Medina y Montalvo Villafañe/		
Q45736	Bayan Khan	Q153718		+1310-00-00T00:00:00Z		Q3271404	
Q45737	Li Ji	Q153718		+0793-01-01T00:00:00Z		Q45518806	6000000075061205909
Q45739	Mariana  de Medina Montalvo	Q153719			Mariana /de Medina Montalvo/		
Q45740	Gleb Vasilkovich	Q153718	+1237-01-01T00:00:00Z	+1278-12-13T00:00:00Z		Q4139563	
Q45741	Li Gu	Q153718		+0793-01-01T00:00:00Z		Q45518934	6000000075061296950
Q45743	Juan  de Medina y Montalvo Villafane	Q153718			Juan /de Medina y Montalvo Villafañe/		
Q45744	Mikhail Glebovich	Q153718	+1263-01-01T00:00:00Z	+1293-01-01T00:00:00Z		Q4297176	
Q45745	Li Cheng	Q153718		+0793-01-01T00:00:00Z		Q45519188	6000000075061255901
Q45747	Antonio  de Medina Montalvo Villafane	Q153718			Antonio /de Medina Montalvo Villafañe/		
Q45748	Badakul	Q153718				Q38963747	
Q45749	Li Chou	Q153718		+0793-01-01T00:00:00Z		Q45519378	6000000075060401254
Q45751	Ignacio  de Medina y Montalvo Villafane	Q153718			Ignacio /de Medina y Montalvo Villafañe/		
Q45752	Sasi, son of Toqanchar	Q153718				Q135218152	
Q45753	Li Yuanli	Q153718		+0793-01-01T00:00:00Z		Q45519627	6000000075061539821
Q45755	Maria  de Medina y Montalvo Villafane	Q153719			María /de Medina y Montalvo Villafañe/		
Q45756	Boz-Qulaq	Q153718				Q135218222	
Q45758	Li Yuanzhi	Q153718		+0793-01-01T00:00:00Z		Q45519691	6000000075060885154
Q45759	Cap. Baltasar  de Medina Montalvo	Q153718			Cap. Baltasar /de Medina Montalvo/		
Q45760	Duwa	Q153718	+1282-01-01T00:00:00Z	+1307-01-01T00:00:00Z		Q1341135	
Q45762	Li Nai	Q153718		+0793-01-01T00:00:00Z		Q45519880	6000000075061169964
Q45763	Claudio  de Medina y Montalvo Villafane	Q153718			Claudio /de Medina y Montalvo Villafañe/		
Q45764	Baba	Q153718	+1250-00-00T00:00:00Z			Q24867611	
Q45766	Li Yan	Q153718		+0793-01-01T00:00:00Z		Q45520759	6000000075061367858
Q45767	Maria  de Medina y Villafane	Q153719			María /de Medina y Villafañe/		
Q45768	Taliqu	Q153718		+1309-01-01T00:00:00Z		Q3056907	
Q45770	Li Yu	Q153718		+0793-01-01T00:00:00Z		Q45521076	6000000075061500836
Q45771	Diego  Villafane Guzman y Garcia de Valdes	Q153718			Diego /Villafañe Guzmán y García de Valdés/		
Q45772	Buqa Temür	Q153718	+1200-00-00T00:00:00Z	+1282-00-00T00:00:00Z		Q12857549	
Q45774	Li Ying	Q153718		+0793-01-01T00:00:00Z		Q45521266	6000000075060184412
Q45775	Francisco Javier  de Villafane Guzman y Garcia de Valdes	Q153718			Francisco Javier /de Villafañe Guzmán y García de Valdés/		
Q45776	Tudur-bilge	Q153718				Q109929580	
Q45778	Li Ruoyu	Q153718		+0793-01-01T00:00:00Z		Q45521778	6000000075061213895
Q45779	Dominga  Villafane Guzman y Garcia de Valdes	Q153719			Dominga /Villafañe Guzmán y García de Valdés/		
Q45780	Chiledu	Q153718	+1200-00-00T00:00:00Z	+1200-00-00T00:00:00Z		Q65465200	
Q45782	Li Ruobing	Q153718		+0793-01-01T00:00:00Z		Q45521840	6000000075061513845
Q45783	Maria Petrona  Villafane Guzman y Garcia de Valdes	Q153719			María Petrona /Villafañe Guzmán y García de Valdés/		
Q45784	Chilger Boko	Q153718	+1200-00-00T00:00:00Z	+1200-00-00T00:00:00Z		Q85884464	
Q45786	Li Ruoshui	Q153718		+0793-01-01T00:00:00Z		Q45521904	6000000075061315913
Q45787	Petronila  Garcia de Valdes Roman	Q153719			Petronila /García de Valdés Román/		
Q45789	Wanzhetiemuer	Q153718				Q45606950	
Q45790	Li Ruojiu	Q153718		+0793-01-01T00:00:00Z		Q45522155	6000000075061109012
Q45791	Lorenzo  Garcia de Valdes Roman	Q153718			Lorenzo /García de Valdés Román/		
Q45793	Yelü Yilie	Q153718	+1134-00-00T00:00:00Z	+1163-00-00T00:00:00Z		Q848946	
Q45794	Li Ruosi	Q153718		+0793-01-01T00:00:00Z		Q45522535	6000000075060755145
Q45795	Diego  Garcia de Valdes Roman	Q153718			Diego /García de Valdés Román/		
Q45797	Emperor Taizu of Liao	Q153718	+0872-00-00T00:00:00Z	+0926-09-06T00:00:00Z		Q4989	6000000002188099738
Q45798	Li Ruoxu	Q153718		+0793-01-01T00:00:00Z		Q45522980	6000000075058888730
Q45799	Eupercaria	Q153718			/Eupercaria/		
Q45801	Shulü Ping	Q153719	+0879-01-01T00:00:00Z	+0953-01-01T00:00:00Z		Q907847	6000000075429755834
Q45802	Li Ruoyan	Q153718		+0793-01-01T00:00:00Z		Q45523236	6000000075061569856
Q45803	Claudia  Garcia de Valdes Roman	Q153719			Claudia /García de Valdés Román/		
Q45805	Yelü Zhigu	Q153719				Q16603292	6000000074792280830
Q45806	Li Mou	Q153718		+0739-01-01T00:00:00Z		Q45490409	
Q45807	Juana  Garcia de Valdes Roman	Q153719			Juana /García de Valdés Román/		
Q45809	Emperor Taizong of Liao	Q153718	+0902-11-25T00:00:00Z	+0947-05-15T00:00:00Z		Q4991	6000000017545285814
Q45810	Wu Jian	Q153718				Q11123837	6000000075325716857
Q45811	Diego  Gonzalez de Tapia	Q153718			Diego /González de Tapia/		
Q45813	Yelü Lihu	Q153718	+0911-01-01T00:00:00Z	+0960-01-01T00:00:00Z		Q11072851	6000000017546041314
Q45814	Lady Song	Q153719				Q8255114	
Q45815	Teresa  Gonzalez de Tapia	Q153719			Teresa /González de Tapia/		
Q45817	Yelü Yaliguo	Q153718				Q15898829	6000000074791500224
Q45818	Wu Shileng	Q153718				Q45406549	
Q45820	Pedro  de Ara	Q153718			Pedro /de Ara/		
Q45821	Xiao Shi	Q153719		+0940-01-01T00:00:00Z		Q8254320	6000000075430483823
Q45822	Wu Chong	Q153718				Q45406550	
Q45824	Cristobal  de Ampuero y Davalos	Q153718			Cristóbal /de Ampuero y Dávalos/		
Q45825	Empress Dowager Xiao	Q153719		+0951-00-00T00:00:00Z		Q8254299	6000000075430295926
Q45826	Wu Shiyi	Q153718				Q45406553	
Q45828	Ursula  De Almoguera y Bentin	Q153719			Ursula /De Almoguera y Bentín/		
Q45829	夏昭容	Q153719				Q8251250	
Q45830	Yang Quanjie	Q153718				Q26198122	6000000075338184901
Q45832	Catalina  Gonzales de Mendoza	Q153719			Catalina /Gonzáles de Mendoza/		
Q45833	Da Shi	Q153719				Q65798547	6000000075430335932
Q45834	Wu Chongqian	Q153718		+0733-01-01T00:00:00Z		Q45682309	
Q45836	Francisca  Gonzales de Mendoza	Q153719			Francisca /Gonzáles de Mendoza/		
Q45837	Gao Shi	Q153719				Q65798548	6000000075430363938
Q45838	Wu Chonglie	Q153718		+0733-01-01T00:00:00Z		Q45682341	
Q45840	Maria  Gonzales de Mendoza	Q153719			María /Gonzáles de Mendoza/		
Q45841	Xiao Han	Q153718	+0801-01-01T00:00:00Z	+0949-01-01T00:00:00Z		Q27894490	
Q45842	Wu Chongwei	Q153718		+0733-01-01T00:00:00Z		Q45682373	
Q45844	Pedro  Gonzales de Mendoza	Q153718			Pedro /Gonzáles de Mendoza/		
Q45845	Empress Zhen	Q153719	+0907-00-00T00:00:00Z	+0951-00-00T00:00:00Z		Q8254137	6000000075429215842
Q45846	Wu Chongcao	Q153718		+0733-01-01T00:00:00Z		Q45682401	
Q45848	Jacoba  Gonzales de Mendoza	Q153719			Jacoba /Gonzáles de Mendoza/		
Q45849	Xiao Sagezhi	Q153719	+0950-00-00T00:00:00Z	+0951-00-00T00:00:00Z		Q8263353	6000000075428918960
Q45850	Vo Dien Tho	Q153718				Q67523825	
Q45852	Catalina Iginia  Gonzales de Mendoza	Q153719			Catalina Iginia /Gonzáles de Mendoza/		
Q45853	Emperor Jingzong of Liao	Q153718	+0948-09-01T00:00:00Z	+0982-10-13T00:00:00Z		Q4997	6000000002188099690
Q45855	Wu Yanhui	Q153718		+0733-01-01T00:00:00Z		Q45682588	6000000074771073913
Q45856	Elena  Rengifo de Avendano y del Aguila	Q153719			Elena /Rengifo de Avendaño y del Águila/		
Q45857	Yelü Hegudian	Q153719				Q16260168	6000000074792101873
Q45859	Wu Yanzuo	Q153718		+0733-01-01T00:00:00Z		Q45682711	6000000074771186940
Q45860	Francisca  del Castillo Tamayo	Q153719			Francisca /del Castillo Tamayo/		
Q45861	Yelü Guanyin	Q153719		+0969-01-01T00:00:00Z		Q16078655	6000000074792122847
Q45863	Wu Yanjia	Q153718		+0733-01-01T00:00:00Z		Q45682741	6000000074771229868
Q45864	Juan Ambrosio  del Castillo y Aguirre	Q153718			Juan Ambrosio /del Castillo y Aguirre/		
Q45865	Yelü Sala	Q153719				Q16260670	
Q45867	Li Run	Q153718				Q45461579	
Q45868	Ines  del Castillo Tamayo	Q153719			Inés /del Castillo Tamayo/		
Q45869	Yelü Zhimo	Q153718		+0983-01-01T00:00:00Z		Q10484606	6000000074791990957
Q45871	Li Zhenjian	Q153718				Q45422132	6000000074738574200
Q45872	Maria  del Castillo Tamayo	Q153719			María /del Castillo Tamayo/		
Q45873	Yelü Houabu	Q153718				Q16075286	6000000074792061872
Q45875	Wang Shi	Q153719				Q65805869	
Q45876	Luisa  del Castillo Tamayo	Q153719			Luisa /del Castillo Tamayo/		
Q45877	Yelv Sala	Q153719				Q65798673	6000000074792120831
Q45879	Li Changqian	Q153718		+0793-01-01T00:00:00Z		Q45602510	6000000074739813848
Q45880	Catalina  de Estrada	Q153719			Catalina /de Estrada/		
Q45881	Yelv Chen'ge	Q153718		+0978-01-01T00:00:00Z		Q45430763	6000000074792133915
Q45883	Li Changyu	Q153718		+0793-01-01T00:00:00Z		Q45603864	6000000074739235981
Q45884	Eupercaria	Q153718			/Eupercaria/		
Q45885	Yelv Yinguo	Q153718				Q45415656	6000000074792155824
Q45887	Li Zhang	Q153718				Q45422139	6000000074739690840
Q45888	Ana Manuela de la Cruz  Perez	Q153719			Ana Manuela de la Cruz /Pérez/		
Q45889	Tuobietai	Q153718				Q45682036	
Q45891	Li Xu	Q153718	+0805-01-01T00:00:00Z	+0848-01-01T00:00:00Z		Q45450538	6000000074739400946
Q45892	Adriana Isabel  de Valencia y Tamayo	Q153719			Adriana Isabel /de Valencia y Tamayo/		
Q45893	卜兰奚	Q153719				Q19852028	
Q45895	Li Qu	Q153718	+0814-01-01T00:00:00Z	+0871-01-01T00:00:00Z		Q45554686	
Q45896	Geronimo  de Melo y Coutinho	Q153718			Gerónimo /de Melo y Coutinho/		
Q45897	Ashi	Q153718				Q45478788	6000000075414444026
Q45899	Li Pu	Q153718	+0811-01-01T00:00:00Z	+0855-01-01T00:00:00Z		Q45474505	6000000074739716878
Q45900	Juana  Holguin de Ulloa y Melo	Q153719			Juana /Holguín de Ulloa y Melo/		
Q45901	Alexios Palaiologos	Q153718	+1140-00-00T00:00:00Z			Q56205709	
Q45903	Li Heng	Q153718		+0873-01-01T00:00:00Z		Q45479831	6000000074739776832
Q45904	Maria  de Melo y Holguin	Q153719			María /de Melo y Holguín/		
Q45905	Irene Komnene	Q153719				Q61268877	
Q45907	Li Yu	Q153718		+0873-01-01T00:00:00Z		Q45603023	6000000074739242960
Q45908	Diego  de Melo Coutinho	Q153718			Diego /de Melo Coutinho/		
Q45909	Michael Palaiologos	Q153718				Q112944279	
Q45911	Li Hu	Q153718		+0811-01-01T00:00:00Z		Q45603285	6000000074739522921
Q45912	Lorenza  de Melo Coutinho y Gomez de Saravia	Q153719			Lorenza /de Melo Coutinho y Gómez de Saravia/		
Q45913	Maria Palaiologina	Q153719				Q129094186	
Q45915	Li Kuang	Q153718		+0873-01-01T00:00:00Z		Q45603672	6000000074739830826
Q45916	Francisca  Melo Coutino Gomes de Saravia	Q153719			Francisca /Melo Coutiño Gomes de Saravia/		
Q45917	Alexios Palaiologos	Q153718	+1200-00-00T00:00:00Z	+1203-00-00T00:00:00Z		Q2834617	
Q45919	Li Yi	Q153718		+0873-01-01T00:00:00Z		Q45603736	6000000074739828830
Q45920	Juan  de Melo Coutinho y Gomez de Saravia	Q153718			Juan /de Melo Coutinho y Gómez de Saravia/		
Q45921	Irene Angelina	Q153719	+1150-00-00T00:00:00Z	+1203-00-00T00:00:00Z		Q12900548	
Q45923	Li Yi	Q153718		+0873-01-01T00:00:00Z		Q45603800	6000000074739665860
Q45924	Francisco De  Melo Coutinho Gomez De Saravia	Q153718			Francisco De /Melo Coutinho Gomez De Saravia/		
Q45925	Irene Komnene Laskarina Branaina	Q153719	+1250-00-00T00:00:00Z	+1271-00-00T00:00:00Z		Q5920153	
Q45927	Li Zhao	Q153718		+0795-01-01T00:00:00Z		Q45529297	
Q45928	Eupercaria	Q153718			/Eupercaria/		
Q45929	Theodora Palaiologina Synadene	Q153719	+1300-00-00T00:00:00Z	+1400-00-00T00:00:00Z		Q795174	
Q45931	Li Xia	Q153718		+0795-01-01T00:00:00Z		Q45529167	
Q45932	Simon  de Melo Coutinho y Gomez de Saravia	Q153718			Simón /de Melo Coutinho y Gómez de Saravia/		
Q45933	Maria Palaiologina Tornikina	Q153719	+1260-00-00T00:00:00Z			Q61014344	
Q45935	毘伽公主	Q153719				Q108058999	
Q45936	Isabel  de Melo	Q153719			Isabel /de Melo/		
Q45937	Mikhael Palaiologos	Q153718	+1259-00-00T00:00:00Z			Q61017906	
Q45939	Me Agtsom	Q153718	+0704-01-01T00:00:00Z	+0755-00-00T00:00:00Z		Q2187385	
Q45940	Mateo  de Melo Coutinho y Gomez de Saravia	Q153718			Mateo /de Melo Coutinho y Gómez de Saravia/		
Q45941	Andronikos Palaiologos	Q153718				Q61018526	
Q45943	Tri Songdetsen	Q153718	+0742-00-00T00:00:00Z	+0798-01-01T00:00:00Z		Q366661	
Q45944	Diego  de Melo Coutino	Q153718			Diego /de Melo Coutiño/		
Q45945	Smiltsena Palaiologina	Q153719	+1250-00-00T00:00:00Z	+1400-00-00T00:00:00Z		Q574537	
Q45947	Li Jize	Q153718		+0814-01-01T00:00:00Z		Q45573069	6000000074767758876
Q45948	Pedro  de Melo Coutinho y Gomez de Saravia	Q153718			Pedro /de Melo Coutinho y Gómez de Saravia/		
Q45949	John Kantakouzenos	Q153718	+1190-00-00T00:00:00Z	+1257-00-00T00:00:00Z		Q10311250	
Q45951	Li Jizhun	Q153718		+0814-01-01T00:00:00Z		Q45573120	6000000074767540982
Q45952	Jeronimo  de Funes y Luduena	Q153718			Jerónimo /de Funes y Ludueña/		
Q45953	Maria Palaiologina Kantakouzene	Q153719	+1250-00-00T00:00:00Z			Q3622813	
Q45955	Li Jishun	Q153718		+0814-01-01T00:00:00Z		Q45573187	6000000074767771878
Q45956	Juan Luis  de Funes y Luduena	Q153718			Juan Luis /de Funes y Ludueña/		
Q45957	Theodora Raoulaina	Q153719	+1240-00-00T00:00:00Z	+1300-12-06T00:00:00Z		Q795171	
Q45959	Li Xu	Q153718		+0814-01-01T00:00:00Z		Q45529935	6000000074767847870
Q45960	Maria  Jaimes Luduena	Q153719			María /Jaimes Ludueña/		
Q45961	Anna Palaiologina Kantakouzene	Q153719	+1201-00-00T00:00:00Z	+1318-00-00T00:00:00Z		Q3624855	
Q45963	Li Shi	Q153719	+0779-01-01T00:00:00Z	+0821-01-01T00:00:00Z		Q65803849	
Q45964	Miguel "el Joven"  Gonzalez Jaimes y Luduena	Q153718			Miguel "el Joven" /González Jaimes y Ludueña/		
Q45965	Helena Paleologa Cantacuzena	Q153719	+1255-00-00T00:00:00Z	+1329-00-00T00:00:00Z		Q61442648	
Q45967	Wei Hongbiao	Q153718				Q26208883	6000000075344260875
Q45968	Maria Lucia  Jaimes de Luduena	Q153719			María Lucía /Jaimes de Ludueña/		
Q45969	[?] Tornici Paleoleg	Q153719				Q61054154	
