child_qid	child_label	n_parents	clusters	proposed_parents	unresolved	reason
Q136825	daughter of Julius Constantius	3	[Q61235 'Galla'] ; [Q61301 'Julius Constantius' = Q99314 'Flavius Julius Constantius, Consul of Rome']	Q61235,Q61301	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q61301+Q99314: same Wikidata ID (Q450702). The two survivors are one male and one female, as a biological parent pair should be
Q136827	Julian	3	[Q136823 'Basilina'] ; [Q61301 'Julius Constantius' = Q99314 'Flavius Julius Constantius, Consul of Rome']	Q136823,Q61301	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q61301+Q99314: same Wikidata ID (Q450702). The two survivors are one male and one female, as a biological parent pair should be
Q137592	Pepin, Count of Vermandois	3	[Q115552 'Bernard of Italy'] ; [Q118973 'Cunigunde'] ; [Q205174 'Person Q205174']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q137731	Artabanus II	3	[Q137174 'Darius II of Media Atropatene'] ; [Q137727 'NN of Parthia'] ; [Q29360 'Vishtaspa']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q139628	Lucius Aemilius Lepidus Paullus	3	[Q72434 'Marcus Aemilius Lepidus' = Q72514 'Marcus Aemilius Lepidus'] ; [Q72517 'Appuleia']	Q72514,Q72517	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q72434+Q72514: same Wikidata ID (Q435329). The two survivors are one male and one female, as a biological parent pair should be
Q141492	Lepidus	3	[Q72434 'Marcus Aemilius Lepidus' = Q72514 'Marcus Aemilius Lepidus'] ; [Q72517 'Appuleia']	Q72514,Q72517	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q72434+Q72514: same Wikidata ID (Q435329). The two survivors are one male and one female, as a biological parent pair should be
Q141493	Aemilius Regillus	3	[Q72434 'Marcus Aemilius Lepidus' = Q72514 'Marcus Aemilius Lepidus'] ; [Q72517 'Appuleia']	Q72514,Q72517	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q72434+Q72514: same Wikidata ID (Q435329). The two survivors are one male and one female, as a biological parent pair should be
Q141666	Pheroras	3	[Q78348 'Antipater the Idumaean' = Q99725 'Antipater the Idumaean'] ; [Q78351 'Cypros']	Q78348,Q78351	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q78348+Q99725: same Wikidata ID (Q319075). The two survivors are one male and one female, as a biological parent pair should be
Q141667	Phasael	3	[Q78348 'Antipater the Idumaean' = Q99725 'Antipater the Idumaean'] ; [Q78351 'Cypros']	Q78348,Q78351	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q78348+Q99725: same Wikidata ID (Q319075). The two survivors are one male and one female, as a biological parent pair should be
Q141668	Salome I	3	[Q78348 'Antipater the Idumaean' = Q99725 'Antipater the Idumaean'] ; [Q78351 'Cypros']	Q78348,Q78351	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q78348+Q99725: same Wikidata ID (Q319075). The two survivors are one male and one female, as a biological parent pair should be
Q141768	Lucius Plautius Lamia Silvanus	3	[Q144370 'Rupilia'] ; [Q76666 'Lucius Fundanius Lamia Aelianus'] ; [Q76669 'Annia']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q143493	Ramiro II of León	3	[Q75438 'Elvira Menendez' = Q99895 'Elvira Menéndez'] ; [Q99907 'Ordoño II of León']	Q75438,Q99907	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q75438+Q99895: identical label 'Elvira Menendez'. The two survivors are one male and one female, as a biological parent pair should be
Q143971	Theodora II of Tusculum	3	[Q143969 'Theophylact I'] ; [Q143970 'Theodora' = Q205798 'Theodora']	Q143969,Q143970	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q143970+Q205798: identical label 'Theodora'. The two survivors are one male and one female, as a biological parent pair should be
Q144247	Octavia Sergia Plautilla	3	[Q144242 'Sergia Plautilla'] ; [Q70122 'Octavius Laenas'] ; [Q70685 'Q70685']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q146960	Nuño Pérez de Lara	3	"[Q104246 'Eva Perez de Traba'] ; [Q104767 'Pedro ""Queen's Lover"" Gonzalez de Lara' = Q112885 'Pedro González de Lara']"	Q104246,Q112885	no	"3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q104767+Q112885: same given name and every surname token matches as a spelling variant ('Pedro ""Queen's Lover"" Gonzalez de Lara' / 'Pedro González de Lara'). The two survivors are one male and one female, as a biological parent pair should be"
Q147893	Crescentius the Elder	3	[Q143971 'Theodora II of Tusculum'] ; [Q147889 'Giovanni Crescenzi'] ; [Q207193 'John I Crescentius']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q148330	Aurelia Antonina	3	[Q148328 'Caracalla'] ; [Q151863 'Fulvia Plautilla'] ; [Q166259 'Publia Fulvia Plautilla']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q152902	Seizapter the sixteen-gilled	3	[Q2782 'Dezotopter the eighteen-gilled'] ; [Q30614 'Dezotopter'] ; [Q54184 'Q54184']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q152945	Onka Onychodontidae	3	[Q152944 '1 Onychodontidae'] ; [Q30767 'Onychodontidae'] ; [Q54336 'Q54336']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q152973	Adam Y Chromosomal Adam	3	[Q105575574 'Ante Adam'] ; [Q1131 'Homo sapiens'] ; [Q30876 'Q30876']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q153203	Rajasawardhana Sang Sinagara Placeholder surname	3	[Q153206 'Wikramawardhana (Maharaja Empayar Majapahit) Placeholder surname'] ; [Q1665 'Brawijaya I Kertawijaya or Bhre Tumapel III Majapahit 1447-1451'] ; [Q48227 'Dyah Aniswari']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q153214	Adwayawarman \ Adwaya Brahman (Rakyan Maha menteri Singosari) Adwaya Brahman (Rakyan Maha menteri Singosari) Adwaya Brahman (Rakyan Maha menteri Singosari)	3	[Q153218 'Ranggawuni Singsari Placeholder surname'] ; [Q48315 'NO FURTHER INFO [EM]'] ; [Q48319 'Putri Melayu']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q153215	Puti Reno Marak \ Dara Jingga [EM] . . . . . . . Dara Jingga [EM]	3	[Q153219 'Maharaja Malayu II - Tribhuwanaraja (1286-1316) Placeholder surname Sang Sapurba'] ; [Q48323 'Q48323'] ; [Q48331 'Wife of Tribhuwanaraja [EM]']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q153217	Dyah Wiyat Wijaya	3	[Q1683 'Gayatri Rajapatni' = Q48279 'Gayatri Rajapatni'] ; [Q1684 'Raden Wijaya']	Q1683,Q1684	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q1683+Q48279: identical label 'Gayatri Rajapatni'. The two survivors are one male and one female, as a biological parent pair should be
Q153218	Ranggawuni Singsari Placeholder surname	3	[Q1699 'Wisnuwardana' = Q48347 'Wisnuwardana'] ; [Q48367 'Mahisa Cempaka \ Ratu Angabhaya \ Batara Narasinga Ratu Angabhaya']	Q1699,Q48367	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q1699+Q48347: identical label 'Wisnuwardana'. The two survivors are one male and one female, as a biological parent pair should be
Q153226	Maharaja Sriwijaya Sanggarama Placeholder surname	3	[Q153231 'Cicit Maharaja Sriwijaya XV - Sangrama-Vijayottunggawarman Placeholder surname'] ; [Q48464 'Q48464'] ; [Q48468 'Sri Maharaja Indrawarman (455-515M)']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q153249	Resi Getayu, Purwotjarito III Placeholder surname	3	[Q1745 'Prabhu Djoyolengkoro, Purwotjarito II' = Q48650 'Prabhu Djoyolengkoro, Purwotjarito II'] ; [Q48654 'Permaisuri']	Q1745,Q48654	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q1745+Q48650: identical label 'Prabhu Djoyolengkoro, Purwotjarito II'. The two survivors are one male and one female, as a biological parent pair should be
Q153354	Mahamaya Gautama	3	[Q1908 'Anjana' = Q49492 'Anjana'] ; [Q49488 'Yashodhara']	Q1908,Q49488	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q1908+Q49492: identical label 'Anjana'. The two survivors are one male and one female, as a biological parent pair should be
Q153359	Shurasena Arjuna	3	[Q153373 'Kartavirya ARJUNA (Yadavas)'] ; [Q160445 'Wife' = Q49508 'Wife']	Q153373,Q160445	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q160445+Q49508: identical label 'Wife'. The two survivors are one male and one female, as a biological parent pair should be
Q153368	PANDU	3	[Q153382 'VICHITRAVIRYA (Krishnadwapayana)'] ; [Q49537 'Ambalika Man'] ; [Q49541 'Ved Vyas']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q153373	Kartavirya ARJUNA (Yadavas)	3	[Q153384 'Krtavirya Dhanaka'] ; [Q160474 'Wife' = Q49566 'Wife']	Q153384,Q160474	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q160474+Q49566: identical label 'Wife'. The two survivors are one male and one female, as a biological parent pair should be
Q153384	Krtavirya Dhanaka	3	[Q153395 'Dhanaka Bhadrasena'] ; [Q160500 'Wife' = Q49614 'Wife']	Q153395,Q160500	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q160500+Q49614: identical label 'Wife'. The two survivors are one male and one female, as a biological parent pair should be
Q153390	DAKSHA (reborn as DAKSHA) Prachetas	3	[Q1955 'Prachetas (10 sons)' = Q49634 'Prachetas (10 sons)'] ; [Q49638 'Marisa-Tarkshi']	Q1955,Q49638	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q1955+Q49634: identical label 'Prachetas (10 sons)'. The two survivors are one male and one female, as a biological parent pair should be
Q153392	SATYAVATI (twin) Matsyagandhi Uparichara	3	[Q153399 'UPARICHARA VASU'] ; [Q49646 'ADRIKA Apsara turned into fish'] ; [Q49650 'Dasa Fisherman Leader']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q153395	Dhanaka Bhadrasena	3	[Q153401 'BHADRASENA MAHISMAN'] ; [Q160524 'Naga Tribe' = Q49663 'Naga Tribe']	Q153401,Q160524	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q160524+Q49663: identical label 'Naga Tribe'. The two survivors are one male and one female, as a biological parent pair should be
Q153401	BHADRASENA MAHISMAN	3	[Q153412 'MAHISMAN SOHANJI'] ; [Q160550 'Wife' = Q49735 'Wife']	Q153412,Q160550	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q160550+Q49735: identical label 'Wife'. The two survivors are one male and one female, as a biological parent pair should be
Q153428	Maharaja Tarumanagara V - Indrawarman (455-515) Placeholder surname	3	[Q153435 'Maharaja Tarumanagara IV - Wisnuwarman (434-455) Placeholder surname'] ; [Q153436 'Suklawatidewi bint Wiryabanyu'] ; [Q49863 'Dewi Suklawati']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q153443	ANGA Ulmukha	3	[Q2034 'ULMUKHA' = Q50064 'ULMUKHA'] ; [Q50068 'Pushkarini Ulmukha']	Q2034,Q50068	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q2034+Q50064: identical label 'ULMUKHA'. The two survivors are one male and one female, as a biological parent pair should be
Q153469	Yadu-Yadav	3	[Q153472 'DEVAYANI Yayati'] ; [Q153473 'YAYATI Nahusha'] ; [Q160753 'DEVAYANI Shukra']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q153473	YAYATI Nahusha	3	[Q153479 'Nahusha'] ; [Q153480 'VIRAJA Nahusha' = Q160774 'VIRAJA Nahusha']	Q153479,Q160774	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q153480+Q160774: identical label 'VIRAJA Nahusha'. The two survivors are one male and one female, as a biological parent pair should be
Q153480	VIRAJA Nahusha	3	[Q153492 'ARUNDHATI Vasishta'] ; [Q50076 '(King of Trigarta, Punjab)'] ; [Q50080 'wife of Sage Trigarta']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q153485	BRIHADASVA of Kosala Placeholder surname	3	[Q2623 'Sahdev DIWAKAR' = Q29951 'Sahdev DIWAKAR'] ; [Q53522 'Q53522']	Q29951,Q53522	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q2623+Q29951: identical label 'Sahdev DIWAKAR'
Q153578	SHIGRASVA of Kosala Placeholder surname	3	[Q2628 'Agnivarna, King of Kosala' = Q29971 'Agnivarna, King of Kosala'] ; [Q53542 'Q53542']	Q2628,Q53542	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q2628+Q29971: identical label 'Agnivarna, King of Kosala'
Q160004	Rajasawardhana Sang Sinagara	3	[Q160008 'Wikramawardhana (Maharaja Empayar Majapahit)'] ; [Q160009 'Dyah Aniswari'] ; [Q160010 'Kertawijaya (Maharaja Majapahit ke7: 1447-1451)']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q160029	Gayatri Rajapatni	3	[Q160042 'Joko Dolok'] ; [Q160043 'Sri Bajradewi'] ; [Q160044 'Kertanegara, king of Singhasari']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q160031	Adwayawarman \ Adwaya Brahman (Rakyan Maha menteri Singosari) Adwaya Brahman (Rakyan Maha menteri Sin	3	[Q160047 'NO FURTHER INFO [EM] .'] ; [Q160048 'Putri Melayu'] ; [Q160049 'Sri Hismatupa Kumala Ranggawuni Singsari']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q160032	Puti Reno Marak \ Dara Jingga [EM] Dara Jingga [EM]	3	[Q160050 'Person Q160050'] ; [Q160051 'Maharaja Malayu II - Tribhuwanaraja (1286-1316)'] ; [Q160052 'Wife of Tribhuwanaraja [EM] .']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q160045	Dyah Lembu Tal (Singhamurti)	3	[Q160063 'Raja Kediri XII - Narasinghamurti (1249-1269)'] ; [Q160064 'Waning Hyun \ Jayawardhani Jayawardhani'] ; [Q160065 '[52] NN (Istri Mahisa Campaka) bint Fulan']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q160082	Raja Kediri X - Mahesa Wong Ateleng (1222-1230)	3	[Q160100 'Ken Dedes'] ; [Q160101 'Ken Arok, Raja of Singasari. Ancestor of the Royal Houses of Singasari and JavaKen Arok, Raja of Singasari. Ancestor of the Royal Houses of Singasari and Java 1222-1227'] ; [Q160102 'Ken Arok, king of Singhasari']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q160099	Tunggul Ametung	3	[Q160113 'Raja Kediri VIII - Sri Kamesywara (1182-1194)'] ; [Q160114 '[49] Sri Kirana bint Fulan'] ; [Q160115 'Rakai Sirikan Sri Kameswara (Jayawarsa) .']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q160404	ARJUNA Partha Pandava	3	[Q160432 'INDRA SAKRA Kashyapa'] ; [Q160433 'KUNTI aka PREETHA Pandu'] ; [Q160434 'PANDU Kuru']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q160433	KUNTI aka PREETHA Pandu	3	[Q153359 'Shurasena Arjuna'] ; [Q160461 'KUNTIBHOJA (Yadavas)'] ; [Q49440 'Marisha']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q160434	PANDU Kuru	3	[Q160462 'Ambalika'] ; [Q160463 'VYASA aka Krishnadvaipayana'] ; [Q160464 'VICHITRAVIRYA Shantanu']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q160494	SATYAVATI Matsyagandhi	3	[Q160516 'ADRIKA Apsara turned into fish'] ; [Q160517 'UPARICHARA VASU'] ; [Q160518 'Dasabala Fisherman Leader']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q160586	Maharaja Tarumanagara V - Indrawarman (455-515)	3	[Q160604 'Suklawatidewi bint Wiryabanyu'] ; [Q160605 'Maharaja Tarumanagara IV - Wisnuwarman (434-455)'] ; [Q160606 'Dewi Suklawati']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q160605	Maharaja Tarumanagara IV - Wisnuwarman (434-455)	3	[Q160627 'Maharaja Tarumanagara III - Purnawarman (395-434)'] ; [Q160628 'Dewi Jelita'] ; [Q160629 'Dewi Jwalita bint Wirawarman']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q1607	Gerreiformes (mojarras)	3	[Q153148 '1 Eupercaria'] ; [Q62693 'Q62693'] ; [Q6354 'Q6354']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q160765	PUSHPARNAN	3	[Q160786 'VATSARA'] ; [Q160787 'Person Q160787'] ; [Q160788 'Svarvithi']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q160897	PRASUTI Manu	3	[Q160534 'SHATARUPA Manu'] ; [Q160535 'MANU aka Prajapati Panchajana'] ; [Q160912 'Person Q160912']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q160928	Swammbhu Brambha	3	[Q160946 '11 Rudras'] ; [Q160947 'Gobardhan Vishnu'] ; [Q160948 'Person Q160948']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q161249	JARASANDHA Brihadratha	3	[Q161254 '1 of KASHI\Banaras\Varanasi Banaras'] ; [Q161255 'King VRIHADRATHA'] ; [Q161256 '2 of KASHI\Banaras\Varanasi Banaras']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q161280	RAGHU Dirghabahu	3	[Q161283 'Dileepa Deerghabahu'] ; [Q161284 'BHAGIRATHA son of Dilipa'] ; [Q161285 'Duliduh or Mulaka Solar Dynasty']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q161536	Raden Joko Kahiman \ Adipati Warga Utama II (1582-1583) \ ADIPATI MARAPAT [Versi 1 ARI] Adipati Warga Utama II (1582-1583)	3	[Q161478 'Raden Banyaksasra [Versi 1]'] ; [Q162262 'Raden Banyak Catra \ Catra \ Kamandaka, Raja Pasir Luhur Catra'] ; [Q171463 'Person Q171463']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q161566	PRABU HAYAM WURUK ( MAJAPAHIT RAJASA )	3	[Q161506 'TRIBHUWANA WIJAYATUNGGADEWI RATU KENCONOWUNGU'] ; [Q161743 'Kertawijaya \ Brawijaya I (Bhre Tumapel III) Brawijaya I (Bhre Tumapel III)'] ; [Q171326 'Cakradhara \ Kertawijaya (Kertawardhana Bhre Tumapel) Kertawijaya (Kertawardhana Bhre Tumapel']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q161567	Dewi Wukut	3	[Q161506 'TRIBHUWANA WIJAYATUNGGADEWI RATU KENCONOWUNGU'] ; [Q161743 'Kertawijaya \ Brawijaya I (Bhre Tumapel III) Brawijaya I (Bhre Tumapel III)'] ; [Q171326 'Cakradhara \ Kertawijaya (Kertawardhana Bhre Tumapel) Kertawijaya (Kertawardhana Bhre Tumapel']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q161568	Dewi Sitisari	3	[Q161506 'TRIBHUWANA WIJAYATUNGGADEWI RATU KENCONOWUNGU'] ; [Q161743 'Kertawijaya \ Brawijaya I (Bhre Tumapel III) Brawijaya I (Bhre Tumapel III)'] ; [Q171326 'Cakradhara \ Kertawijaya (Kertawardhana Bhre Tumapel) Kertawijaya (Kertawardhana Bhre Tumapel']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q161569	Dewi Subasiti	3	[Q161506 'TRIBHUWANA WIJAYATUNGGADEWI RATU KENCONOWUNGU'] ; [Q161743 'Kertawijaya \ Brawijaya I (Bhre Tumapel III) Brawijaya I (Bhre Tumapel III)'] ; [Q171326 'Cakradhara \ Kertawijaya (Kertawardhana Bhre Tumapel) Kertawijaya (Kertawardhana Bhre Tumapel']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q161572	DARA PETAK \ DARA PETHAK \ INDRESWARI ( SRI TINUHENG PURA ) DARA PETHAK	3	[Q160051 'Maharaja Malayu II - Tribhuwanaraja (1286-1316)'] ; [Q160052 'Wife of Tribhuwanaraja [EM] .'] ; [Q171395 'Puti Reno Mandi Sari Lawik']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
