verdict	role	child	child_label	a	a_label	b	b_label	a_wd	b_wd	a_kind	b_kind	shared_parents	shared_spouses
DEDUPE	father	Q66742	Uzza bin  Abd al-'Uzza (Abu Lahab)	Q65867	"Abu Lahab" Abd al-Uzza bin  Imaam 'Abd al-Muttalib	Q94227	Abu Lahab			real	real	Q65008,Q65864	Q66530
DEDUPE	father	Q66745	MU'ATTIB bin  Abd al-'Uzza (Abu Lahab)	Q65867	"Abu Lahab" Abd al-Uzza bin  Imaam 'Abd al-Muttalib	Q94227	Abu Lahab			real	real	Q65008,Q65864	Q66530
DEDUPE	mother	Q66751	Publius Aelius Hadrianus Afer	Q68157	Ulpia  Domitia	Q70095	Ulpia		Q7879756	real	real	Q69820	Q68190
DEDUPE	father	Q66754	Khalid bin  Abd al-'Uzza (Abu Lahab)	Q65867	"Abu Lahab" Abd al-Uzza bin  Imaam 'Abd al-Muttalib	Q94227	Abu Lahab			real	real	Q65008,Q65864	Q66530
DEDUPE	father	Q66763	Utbah son of Abu Lahab  Abu Lahab	Q65867	"Abu Lahab" Abd al-Uzza bin  Imaam 'Abd al-Muttalib	Q94227	Abu Lahab			real	real	Q65008,Q65864	Q66530
DEDUPE	father	Q66766	Masruh bin  Abd al-'Uzza (Abu Lahab)	Q65867	"Abu Lahab" Abd al-Uzza bin  Imaam 'Abd al-Muttalib	Q94227	Abu Lahab			real	real	Q65008,Q65864	Q66530
DEDUPE	mother	Q66796	Arwa daughter of  Kurayz	Q65876	Ummu'l Hakim al-Bayda'  bint Imaam 'Abd al-Muttalib	Q94223	Um al-Hakim al-Bayda			real	real	Q65008,Q94219	Q65825
DEDUPE	father	Q66799	Duba'ah bint  Az-Zubayr	Q65882	az-Zubayr Bin  Imaam 'Abd al-Muttalib	Q94225	al-Zubayr son of Abdul-Muttalib			real	real	Q65008,Q94219	
DEDUPE	father	Q66802	Umm Hakim daughter of  Az-Zubayr	Q65882	az-Zubayr Bin  Imaam 'Abd al-Muttalib	Q94225	al-Zubayr son of Abdul-Muttalib			real	real	Q65008,Q94219	
DEDUPE	father	Q66805	Safiya daughter of  Az-Zubayr	Q65882	az-Zubayr Bin  Imaam 'Abd al-Muttalib	Q94225	al-Zubayr son of Abdul-Muttalib			real	real	Q65008,Q94219	
DEDUPE	father	Q66808	Umm al-Zubayr daughter of  Az-Zubayr	Q65882	az-Zubayr Bin  Imaam 'Abd al-Muttalib	Q94225	al-Zubayr son of Abdul-Muttalib			real	real	Q65008,Q94219	
DEDUPE	father	Q66817	Pompeia Plotina	Q68317	Lucius  Pompeius	Q151520	Lucius Pompeius		Q112865224	real	real		
DEDUPE	mother	Q66826	Tulayb son of  Umayr	Q65885	'Arwa Bint  Abdul Muttalib	Q94229	Arwa daughter of Abdul-Muttalib			real	real	Q65008,Q94219	
DEDUPE	mother	Q66829	"Abu Salma" 'Abdullah bin 'Abdul Asad	Q65888	Barrah daughter of  Abdul Muttalib	Q94237	Barra daughter of Abdul-Muttalib			real	real	Q65008,Q94219	
DEDUPE	mother	Q66832	Abu Sabra son of  Abu Ruhm	Q65888	Barrah daughter of  Abdul Muttalib	Q94237	Barra daughter of Abdul-Muttalib			real	real	Q65008,Q94219	
DEDUPE	mother	Q66838	Abdullah son of  Jahsh	Q65900	Umaymah daughter of  Abdul Muttalib	Q94235	Umayma daughter of Abdul-Muttalib			real	real	Q65008,Q94219	
DEDUPE	mother	Q66844	Hammanah binte Jahash al-Asadi	Q65900	Umaymah daughter of  Abdul Muttalib	Q94235	Umayma daughter of Abdul-Muttalib			real	real	Q65008,Q94219	
DEDUPE	mother	Q66847	Abu Ahmad	Q65900	Umaymah daughter of  Abdul Muttalib	Q94235	Umayma daughter of Abdul-Muttalib			real	real	Q65008,Q94219	
DEDUPE	mother	Q66853	Habiba (Umm Habib) daughter of  Jahsh	Q65900	Umaymah daughter of  Abdul Muttalib	Q94235	Umayma daughter of Abdul-Muttalib			real	real	Q65008,Q94219	
DEDUPE	father	Q66889	Muhammad Rosulullah SAW.  Banu Hashim	Q65930	7 Abdulloh son of Abdul Mutholib	Q66703	Harits son of Abdil Uzza (suku Hawazin di Desa Al-Hudaibiyyah)			real	real		
DEDUPE	mother	Q66895	Zaynab (daughter of Jahsh)  Banu Asad-Mudar	Q65933	Umama  Banu Hashim	Q94235	Umayma daughter of Abdul-Muttalib			real	real	Q65008	
DEDUPE	father	Q66940	Umme Katheer binte al-Abbas	Q86888	Al-Abbas son of  Abdul Muttalib	Q94415	Abbas ibn Abd al-Muttalib			real	real	Q65008,Q65948	
DEDUPE	father	Q66943	Safiya binte al-Abbas	Q86888	Al-Abbas son of  Abdul Muttalib	Q94415	Abbas ibn Abd al-Muttalib			real	real	Q65008,Q65948	
DEDUPE	father	Q66949	Amina daughter of  al-Abbas	Q86888	Al-Abbas son of  Abdul Muttalib	Q94415	Abbas ibn Abd al-Muttalib			real	real	Q65008,Q65948	
DEDUPE	father	Q66952	Katheer son of al-Abbas	Q86888	Al-Abbas son of  Abdul Muttalib	Q94415	Abbas ibn Abd al-Muttalib			real	real	Q65008,Q65948	
DEDUPE	father	Q66955	Tamaam son of al-Abbas	Q86888	Al-Abbas son of  Abdul Muttalib	Q94415	Abbas ibn Abd al-Muttalib			real	real	Q65008,Q65948	
DEDUPE	father	Q66958	al-Faraa daughter of  al-Abbas	Q86888	Al-Abbas son of  Abdul Muttalib	Q94415	Abbas ibn Abd al-Muttalib			real	real	Q65008,Q65948	
DEDUPE	father	Q66961	al-Abbas son of  al-Abbas	Q86888	Al-Abbas son of  Abdul Muttalib	Q94415	Abbas ibn Abd al-Muttalib			real	real	Q65008,Q65948	
DEDUPE	father	Q66964	Mushir son of  al-Abbas	Q86888	Al-Abbas son of  Abdul Muttalib	Q94415	Abbas ibn Abd al-Muttalib			real	real	Q65008,Q65948	
DEDUPE	father	Q66967	Awn son of  Abbas	Q86888	Al-Abbas son of  Abdul Muttalib	Q94415	Abbas ibn Abd al-Muttalib			real	real	Q65008,Q65948	
DEDUPE	father	Q66970	Abdullah son of  Hunain	Q65972	Hunain son of  Assad	Q94243	Hunain son of  Assad			real	real		
DEDUPE	father	Q66973	Abd-ur-Rehman son of  Habbar	Q65978	Habbar son of  Assad	Q94245	Habbar son of  Assad			real	real		
DEDUPE	father	Q67088	Hussain ar-Rassi son of al-Qasim son of Ibrahim	Q66113	al-Qasim son of  Ibrahim son of Ismail	Q95377	al-Qasim al-Rassi			real	real		
DEDUPE	father	Q67307	Zaynab "Umm Ruman" bint  Amir	Q67591	Amir bin  'Uwaymir al-Kinaaniyah	Q68803	'Amir bin 'Uwaimar			real	real		
DEDUPE	father	Q67486	Yahya son of  Maulana Ali	Q66360	Sayyidina Ali  ibn Abi Talib	Q66874	1 Ali (ibn Abu Talib) ibn Abi Talib (abt. 0600 - abt. 0661)  Banu Umayya	Q39619		real	real	Q66011	Q66566
DEDUPE	father	Q67492	Awn son of  Maulana Ali	Q66360	Sayyidina Ali  ibn Abi Talib	Q66874	1 Ali (ibn Abu Talib) ibn Abi Talib (abt. 0600 - abt. 0661)  Banu Umayya	Q39619		real	real	Q66011	Q66566
DEDUPE	father	Q67645	Uthman ibn Affan	Q66656	Affan	Q107848	Affan ibn Abi al-'As		Q4688860	real	real	Q65808	
DEDUPE	mother	Q67672	Muhammad bin "Abu Salma" 'Abdullah	Q66506	"Ummu Salamah" Hind Bint  Abi Umayyah	Q94475	Umm Salamah Hind daughter of Abi Umayya			real	real		Q65705,Q66829
DEDUPE	mother	Q67675	Salma bin "Abu Salma" 'Abdullah	Q66506	"Ummu Salamah" Hind Bint  Abi Umayyah	Q94475	Umm Salamah Hind daughter of Abi Umayya			real	real		Q65705,Q66829
DEDUPE	mother	Q67678	Umar son of  Abu Salama	Q66506	"Ummu Salamah" Hind Bint  Abi Umayyah	Q94475	Umm Salamah Hind daughter of Abi Umayya			real	real		Q65705,Q66829
DEDUPE	mother	Q67681	Durah daughter of  Abu Salama	Q66506	"Ummu Salamah" Hind Bint  Abi Umayyah	Q94475	Umm Salamah Hind daughter of Abi Umayya			real	real		Q65705,Q66829
DEDUPE	mother	Q67684	Zainab daughter of  Abu Salama	Q66506	"Ummu Salamah" Hind Bint  Abi Umayyah	Q94475	Umm Salamah Hind daughter of Abi Umayya			real	real		Q65705,Q66829
DEDUPE	father	Q67687	Habibah binte Ubaydallah	Q66841	Obaidallah son of  Jahash al-Asadi	Q94485	Ubayd Allah ibn Jahsh			real	real		
DEDUPE	mother	Q67687	Habibah binte Ubaydallah	Q66509	UMMU HABIBAH (Ramlah) daughter of  Abu Sufyan	Q94852	Umm Habiba Ramla daughter of Abi Sufyan			real	real	Q66659	Q65705
DEDUPE	father	Q67690	Umayna daughter of  Sakhr (Abu Sufyan)	Q66527	Abu Sufyaan "Sakhr" Bin  Harb	Q96284	Abu Sufyan son of Harb			real	real		Q66659,Q66673
DEDUPE	father	Q67693	Hind daughter of  Sakhr (Abu Sufyan)	Q66527	Abu Sufyaan "Sakhr" Bin  Harb	Q96284	Abu Sufyan son of Harb			real	real		Q66659,Q66673
DEDUPE	father	Q67696	Sakhra daughter of  Sakhr (Abu Sufyan)	Q66527	Abu Sufyaan "Sakhr" Bin  Harb	Q96284	Abu Sufyan son of Harb			real	real		Q66659,Q66673
DEDUPE	father	Q67702	'Amr bin Abu Sufyaan	Q66527	Abu Sufyaan "Sakhr" Bin  Harb	Q96284	Abu Sufyan son of Harb			real	real		Q66659,Q66673
DEDUPE	father	Q67768	Juwayriya daughter of  Sakhr (Abu Sufyan)	Q66527	Abu Sufyaan "Sakhr" Bin  Harb	Q96284	Abu Sufyan son of Harb			real	real		Q66659,Q66673
DEDUPE	father	Q67771	Umm Hakam daughter of  Sakhr (Abu Sufyan)	Q66527	Abu Sufyaan "Sakhr" Bin  Harb	Q96284	Abu Sufyan son of Harb			real	real		Q66659,Q66673
DEDUPE	father	Q67774	Utbah son of  Sakhr (Abu Sufyan)	Q66527	Abu Sufyaan "Sakhr" Bin  Harb	Q96284	Abu Sufyan son of Harb			real	real		Q66659,Q66673
DEDUPE	father	Q67777	Hanzala son of Abu Sufyaan	Q66527	Abu Sufyaan "Sakhr" Bin  Harb	Q96284	Abu Sufyan son of Harb			real	real		Q66659,Q66673
DEDUPE	father	Q67780	Maimoona binte Abu Sufyaan	Q66527	Abu Sufyaan "Sakhr" Bin  Harb	Q96284	Abu Sufyan son of Harb			real	real		Q66659,Q66673
DEDUPE	father	Q67789	Harith son of  Sakhr (Abu Sufyan)	Q66527	Abu Sufyaan "Sakhr" Bin  Harb	Q96284	Abu Sufyan son of Harb			real	real		Q66659,Q66673
DEDUPE	father	Q67792	Azzah daughter of  Sakhr (Abu Sufyan)	Q66527	Abu Sufyaan "Sakhr" Bin  Harb	Q96284	Abu Sufyan son of Harb			real	real		Q66659,Q66673
DEDUPE	father	Q67834	Khalid son of  Zubayr	Q66539	az-Zubair son of al-Awwam	Q94723	al-Zubair son of al-Awwam			real	real		Q67872
DEDUPE	father	Q67837	Umar son of  Zubayr	Q66539	az-Zubair son of al-Awwam	Q94723	al-Zubair son of al-Awwam			real	real		Q67872
DEDUPE	father	Q67840	Habiba daughter of  Zubayr	Q66539	az-Zubair son of al-Awwam	Q94723	al-Zubair son of al-Awwam			real	real		Q67872
DEDUPE	father	Q67843	Sawda daughter of  Zubayr	Q66539	az-Zubair son of al-Awwam	Q94723	al-Zubair son of al-Awwam			real	real		Q67872
DEDUPE	father	Q67846	Hind daughter of  Zubayr	Q66539	az-Zubair son of al-Awwam	Q94723	al-Zubair son of al-Awwam			real	real		Q67872
DEDUPE	father	Q67855	Ramlah daughter of  Zubayr	Q66539	az-Zubair son of al-Awwam	Q94723	al-Zubair son of al-Awwam			real	real		Q67872
DEDUPE	father	Q67858	Hamzah son of  Zubayr	Q66539	az-Zubair son of al-Awwam	Q94723	al-Zubair son of al-Awwam			real	real		Q67872
DEDUPE	father	Q67860	Jaafar son of  Zubayr	Q66539	az-Zubair son of al-Awwam	Q94723	al-Zubair son of al-Awwam			real	real		Q67872
DEDUPE	father	Q67869	Ubayda son of  Zubayr	Q66539	az-Zubair son of al-Awwam	Q94723	al-Zubair son of al-Awwam			real	real		Q67872
DEDUPE	father	Q67885	Abdullah bin  Ja'afar ut-Tayyar	Q66775	Ja'afar ut-Tayyar Bin  Imaam Abu Taalib	Q66877	Ja'far ibn Abi Talib			real	real	Q66011	Q66566
DEDUPE	father	Q67932	Asma binte Sayyidna Aqeel	Q66772	Aqeel "Abu Yazid" Bin  Imaam Abu Taalib	Q94034	Aqeel son of Abu Talib			real	real	Q65873,Q66011	Q66670,Q67241
DEDUPE	father	Q67935	Zainab binte Sayyidna Aqeel	Q66772	Aqeel "Abu Yazid" Bin  Imaam Abu Taalib	Q94034	Aqeel son of Abu Talib			real	real	Q65873,Q66011	Q66670,Q67241
DEDUPE	father	Q67938	Muhammad son of Sayyidna Aqeel	Q66772	Aqeel "Abu Yazid" Bin  Imaam Abu Taalib	Q94034	Aqeel son of Abu Talib			real	real	Q65873,Q66011	Q66670,Q67241
DEDUPE	father	Q67941	'Isa bin Sayyidna Aqeel	Q66772	Aqeel "Abu Yazid" Bin  Imaam Abu Taalib	Q94034	Aqeel son of Abu Talib			real	real	Q65873,Q66011	Q66670,Q67241
DEDUPE	father	Q67944	al-Hasan son of Sayyidna Aqeel	Q66772	Aqeel "Abu Yazid" Bin  Imaam Abu Taalib	Q94034	Aqeel son of Abu Talib			real	real	Q65873,Q66011	Q66670,Q67241
DEDUPE	father	Q67947	Yazid son of Sayyidna Aqeel	Q66772	Aqeel "Abu Yazid" Bin  Imaam Abu Taalib	Q94034	Aqeel son of Abu Talib			real	real	Q65873,Q66011	Q66670,Q67241
DEDUPE	mother	Q67983	Utbah son of  Nawfal	Q66748	DURRAH bint  Abd al-'Uzza (Abu Lahab)	Q94461	Durrah  bint Abd al-'Uzza (Abu Lahab)			real	real	Q66530	Q66706
DEDUPE	mother	Q67986	Walid son of  Naufal	Q66748	DURRAH bint  Abd al-'Uzza (Abu Lahab)	Q94461	Durrah  bint Abd al-'Uzza (Abu Lahab)			real	real	Q66530	Q66706
DEDUPE	mother	Q67989	Abu Muslim son of  Naufal	Q66748	DURRAH bint  Abd al-'Uzza (Abu Lahab)	Q94461	Durrah  bint Abd al-'Uzza (Abu Lahab)			real	real	Q66530	Q66706
DEDUPE	mother	Q68016	Abdullah son of Abu Sufyaan son of al-Haarith	Q66787	Jumaana daughter of  Imaam Abu Taalib	Q94040	Jumana daughter of Abu Talib			real	real	Q65873,Q66011	Q66727
DEDUPE	mother	Q68019	Ali son of Abu Sufyaan son of al-Haarith	Q66787	Jumaana daughter of  Imaam Abu Taalib	Q94040	Jumana daughter of Abu Talib			real	real	Q65873,Q66011	Q66727
DEDUPE	mother	Q68022	NN Daughter of Abu Sufyan daughter of  Abu Sufyan	Q66787	Jumaana daughter of  Imaam Abu Taalib	Q94040	Jumana daughter of Abu Talib			real	real	Q65873,Q66011	Q66727
DEDUPE	mother	Q68028	Ja'afar bin Abu Sufyaan bin al-Haarith	Q66787	Jumaana daughter of  Imaam Abu Taalib	Q94040	Jumana daughter of Abu Talib			real	real	Q65873,Q66011	Q66727
DEDUPE	father	Q68079	Abdullah son of  Aqeel	Q66772	Aqeel "Abu Yazid" Bin  Imaam Abu Taalib	Q94034	Aqeel son of Abu Talib			real	real	Q65873,Q66011	Q66670,Q67241
DEDUPE	father	Q68082	Abu Said son of  Aqeel	Q66772	Aqeel "Abu Yazid" Bin  Imaam Abu Taalib	Q94034	Aqeel son of Abu Talib			real	real	Q65873,Q66011	Q66670,Q67241
DEDUPE	father	Q68085	Ramlah binte Sayyidna Aqeel	Q66772	Aqeel "Abu Yazid" Bin  Imaam Abu Taalib	Q94034	Aqeel son of Abu Talib			real	real	Q65873,Q66011	Q66670,Q67241
DEDUPE	father	Q68088	Abdul Rahman son of  Aqeel	Q66772	Aqeel "Abu Yazid" Bin  Imaam Abu Taalib	Q94034	Aqeel son of Abu Talib			real	real	Q65873,Q66011	Q66670,Q67241
DEDUPE	father	Q68094	Ja'far bin  Aqeel	Q66772	Aqeel "Abu Yazid" Bin  Imaam Abu Taalib	Q94034	Aqeel son of Abu Talib			real	real	Q65873,Q66011	Q66670,Q67241
DEDUPE	father	Q68097	Musa son of  Aqeel	Q66772	Aqeel "Abu Yazid" Bin  Imaam Abu Taalib	Q94034	Aqeel son of Abu Talib			real	real	Q65873,Q66011	Q66670,Q67241
DEDUPE	mother	Q68118	Arwa bint Kurayz	Q66796	Arwa daughter of  Kurayz	Q107397	Umm Hakim bint Abd al-Muttalib		Q12184761	real	real		
DEDUPE	father	Q68130	Abu  Masood	Q66814	Abdullah  az-Zubayr	Q94455	Sayyidi Abdullah son of az-Zubayr			real	real		
DEDUPE	mother	Q68148	Usama son of  Abu Ahmad	Q67786	al-Faraa daughter of  Sakhr (Abu Sufyan)	Q94858	Al-Fara daughter of Abi Sufyan			real	real		Q66847
DEDUPE	father	Q68293	Muhammad son of  Abdullah	Q86876	Abdullah son of  al-Abbas	Q94757	Abdullah ibn Abbas			real	real		
DEDUPE	father	Q68302	al-Fadl son of  Abdullah	Q86876	Abdullah son of  al-Abbas	Q94757	Abdullah ibn Abbas			real	real		
DEDUPE	father	Q68308	Asma daughter of  Abdullah	Q86876	Abdullah son of  al-Abbas	Q94757	Abdullah ibn Abbas			real	real		
DEDUPE	father	Q68311	Abdullah son of  Ubaydullah	Q66919	Ubaydullah son of  al-Abbas	Q94761	Ubaydallah ibn al-Abbas			real	real		
DEDUPE	father	Q68421	[son of Dagalaiphus]	Q62558	Dagalaiphus	Q99312	Dagalaiphus			real	real		
DEDUPE	mother	Q68617	Umar bin Khaththab (Amirul mu'minin)	Q67142	Hantamah daughter of Hisham	Q67148	Hantamah			real	real		
DEDUPE	mother	Q69170	Fatimah bint Husayn	Q68782	Umm Ishaq daughter of  Talha	Q68815	Hafsah  'Abdur Rahman bin Abu Bakr			real	real		Q67462,Q67465
DEDUPE	father	Q69353	Munabbih ibn Bakr	Q67609	Bakr ibn Hawazin	Q87053	Bakr son of  Hawazin			real	real		
DEDUPE	mother	Q69413	Muhammad son of  Abdur Rahman	Q67651	Umm Kulthoom daughter of  Uqba	Q94836	Umm Kulthoom binte 'Uqbah			real	real	Q66796,Q67965	
DEDUPE	mother	Q69416	Humayd son of  Abdur Rahman	Q67651	Umm Kulthoom daughter of  Uqba	Q94836	Umm Kulthoom binte 'Uqbah			real	real	Q66796,Q67965	
DEDUPE	mother	Q69425	Amat ar-Rahman son of  Abdur Rahman	Q67651	Umm Kulthoom daughter of  Uqba	Q94836	Umm Kulthoom binte 'Uqbah			real	real	Q66796,Q67965	
DEDUPE	mother	Q69428	Ibrahim son of Abdul Rahman son of al-Awf	Q67651	Umm Kulthoom daughter of  Uqba	Q94836	Umm Kulthoom binte 'Uqbah			real	real	Q66796,Q67965	
DEDUPE	mother	Q69431	Hamida daughter of  Abdur Rahman	Q67651	Umm Kulthoom daughter of  Uqba	Q94836	Umm Kulthoom binte 'Uqbah			real	real	Q66796,Q67965	
DEDUPE	mother	Q69434	Yahya son of Abdul Rahman son of al-Awf	Q67651	Umm Kulthoom daughter of  Uqba	Q94836	Umm Kulthoom binte 'Uqbah			real	real	Q66796,Q67965	
DEDUPE	mother	Q69437	Urwa son of  Abdur Rahman	Q67651	Umm Kulthoom daughter of  Uqba	Q94836	Umm Kulthoom binte 'Uqbah			real	real	Q66796,Q67965	
DEDUPE	mother	Q69440	Bilal son of  Abdur Rahman	Q67651	Umm Kulthoom daughter of  Uqba	Q94836	Umm Kulthoom binte 'Uqbah			real	real	Q66796,Q67965	
DEDUPE	mother	Q69503	Abu Sufyan son of Huwaithib	Q67708	Umaimah	Q96932	Umaimah			real	real	Q66659	
DEDUPE	father	Q69535	Hisham bin 'Urwah	Q67801	'Urwah bin  az-Zubayr	Q95113	Urwah son of al-Zubayr			real	real		
DEDUPE	father	Q69574	Umm  daughter of Marwan	Q67906	Marwan I son of Al- Hakam  son of al-Hakam	Q94363	Marwan Bin Al- Hakam  Bin Abu Al- 'As Bint Umaiyah		Q298577	real	real	Q66647,Q96930	
DEDUPE	mother	Q69574	Umm  daughter of Marwan	Q67921	Aisha  bint 'Uthman ibn 'Affan	Q95213	ibn al-Hakam ibn Abil-As ibn Umayya			real	real	Q67645	
DEDUPE	father	Q69589	Muhammad son of Marwan I son of al-Hakam	Q67906	Marwan I son of Al- Hakam  son of al-Hakam	Q94363	Marwan Bin Al- Hakam  Bin Abu Al- 'As Bint Umaiyah		Q298577	real	real	Q66647,Q96930	
DEDUPE	father	Q69721	2- 754-775	Q68314	علي السجاد	Q95167				real	real		
DEDUPE	father	Q69724	1- 750-754	Q68314	علي السجاد	Q95167				real	real		
DEDUPE	father	Q69727	إبراهيم	Q68314	علي السجاد	Q95167				real	real		
DEDUPE	father	Q69730	موسى	Q68314	علي السجاد	Q95167				real	real		
DEDUPE	father	Q69733	أم عيسى	Q68314	علي السجاد	Q95167				real	real		
DEDUPE	father	Q69736	لبابة	Q68314	علي السجاد	Q95167				real	real		
DEDUPE	father	Q69742	الحسن	Q68320	عبد الله	Q95169				real	real		
DEDUPE	father	Q69745	إسحاق	Q68323	سليمان	Q95171	سليمان			real	real		
DEDUPE	mother	Q70361	Marcus Junius Silanus	Q71146	Quinctia Crispina  Silanus	Q144099	Manlia Torquata		Q114804519	real	real		Q71137
DEDUPE	father	Q70388	Publius Aelius Marullinus	Q71349	Publius Aelius Hadrianus Marullinus	Q99338	Aelius			real	real		
DEDUPE	father	Q70388	Publius Aelius Marullinus	Q71349	Publius Aelius Hadrianus Marullinus	Q151764	Publius Aelius Marullinus		Q112865820	real	real		
DEDUPE	father	Q70388	Publius Aelius Marullinus	Q99338	Aelius	Q151764	Publius Aelius Marullinus		Q112865820	real	real		
DEDUPE	mother	Q70910	Arrecina Clementina	Q71915	Tertulla	Q77257	Julia		Q107607946	real	real		Q71882
DEDUPE	mother	Q71137	Marcus Junius Silanus	Q72290	Sempronia  Silanus	Q72439	Servilia		Q232229	real	real		Q72287
DEDUPE	father	Q71173	Publius Servilius Vatia Isauricus	Q72302	Publius Servilius Isauricus	Q144062	Gaius Servilius Vatia		Q3655476	real	real		
DEDUPE	mother	Q71173	Publius Servilius Vatia Isauricus	Q72305	Junia Prima	Q72687	Caecilia Metella		Q544816	real	real		
DEDUPE	father	Q72278	Marcus Pupius Piso Frugi Calpurnianus	Q72469	Marcus Pupius  Pupius	Q141610	Lucius Calpurnius Piso Frugi		Q12118997	real	real		
DEDUPE	father	Q72654	Marcus Terentius-Varro Lucullus	Q72825	Lucius  Licinius-Lucullus	Q72828	Marcus  Terentius-Varro			real	real		
DEDUPE	father	Q72675	Decimus Junius Silanus Manlianus	Q72849	Titus Manlius  Torquatus	Q151527	Decimus Iunius Silanus		Q1215347	real	real		
DEDUPE	father	Q72786	Marcus Aemilius Lepidus	Q73011	Marcus Aemilius Lepidus	Q73113	Marcus Aemilius Lepidus	Q3622705		real	real		
DEDUPE	father	Q72786	Marcus Aemilius Lepidus	Q73113	Marcus Aemilius Lepidus	Q73173	Marcus Aemilius Lepidus, Consul			real	real		
DEDUPE	mother	Q72786	Marcus Aemilius Lepidus	Q72789	NN (Wife of Marcus Aemilius Lepidus)	Q73110	NN (Wife of Marcus Aemilius Lepidus)			real	real		
DEDUPE	father	Q72915	Marcus Claudius Marcellus	Q73065	Gaius Claudius Marcus  Marcellus	Q141470	Marcus Claudius Marcellus		Q521485	real	real		
DEDUPE	father	Q72933	Marcus Licinius Crassus	Q72657	Publius Licinius Crassus Dives	Q73083	Publius Licinius Crassus Dives (consul 97 BC)	Q656527		real	real		Q73098
DEDUPE	father	Q72972	Publius Licinius Crassus Dives	Q73665	Publius Licinius  Crassus	Q99408	Publius Licinius Varus Licinius Crassus  Crassus			real	real		
DEDUPE	father	Q73002	Salonia	Q73164	Salonius	Q151389	Salonius		Q94102336	real	real		
DEDUPE	father	Q73011	Marcus Aemilius Lepidus	Q73173	Marcus Aemilius Lepidus, Consul	Q144279	Marcus Aemilius Lepidus		Q3625112	real	real		
DEDUPE	father	Q73119	Marcus Livius Drusus	Q73173	Marcus Aemilius Lepidus, Consul	Q78453	Marcus Livius maior  Drusus			real	real		
DEDUPE	father	Q73119	Marcus Livius Drusus	Q73173	Marcus Aemilius Lepidus, Consul	Q151476	Marcus Livius Salinator		Q703448	real	real		
DEDUPE	father	Q73119	Marcus Livius Drusus	Q78453	Marcus Livius maior  Drusus	Q151476	Marcus Livius Salinator		Q703448	real	real		
DEDUPE	mother	Q73119	Marcus Livius Drusus	Q72801	Cornelia	Q78450	Cornelia  Scipionis	Q100804879		real	real		
DEDUPE	mother	Q73119	Marcus Livius Drusus	Q72801	Cornelia	Q78746	Calavia  Drusus	Q100804879		real	real	Q73017,Q73428	Q72798
DEDUPE	mother	Q73119	Marcus Livius Drusus	Q78450	Cornelia  Scipionis	Q78746	Calavia  Drusus			real	real		
DEDUPE	father	Q73188	Gaius Julius Caesar	Q73347	Gaius Julius Caesar, I	Q139693	Lucius Julius Caesar		Q12119007	real	real		
DEDUPE	mother	Q73260	Marcus Licinius Crassus Agelastus	Q72969	NN (Wife of Gaius Licinius Varus)	Q73407	NN (Wife of Publius Licinius Crassus)			real	real		Q73410
DEDUPE	father	Q73275	Marcus Aemilius Lepidus	Q73419	Marcus Aemilius Lepidus	Q151633	Marcus Aemilius Lepidus		Q1276902	real	real		
DEDUPE	father	Q73389	Sextus Julius Caesar	Q73527	Lucius Julius Caesar, I	Q144027	Lucius Julius Caesar		Q89588511	real	real		
DEDUPE	father	Q73970	Appius Claudius Crassus Inregillensis	Q74091	Appius Claudius Crassus Regillensis  Crassus	Q151743	Appius Claudius Crassus		Q283141	real	real		
DEDUPE	father	Q74091	Appius Claudius Crassus Regillensis  Crassus	Q74159	Appius Claudius Sabinus  Consul	Q74162	Gaias  Crassus Regillenius			real	real		
DEDUPE	father	Q74117	Princess Dght. II of Archelaus  Macedonia	Q74186	Archelaus I, king of Macedonia	Q78603	Archelaus		Q360787	real	real	Q74228	
DEDUPE	father	Q74255	King of Rome II - Numa Pompilius (716-672 BC)	Q74320	Pomponius	Q134935	Pompo		Q98350736	real	real		
DEDUPE	father	Q74804	Latinus Silvius	Q74813	Aeneas Silvius	Q134044	Aeneas Silvius		Q380923	real	real		
DEDUPE	father	Q74846	Anchises	Q74864	Capys	Q90508	Capys			real	real	Q74879,Q74882	
DEDUPE	mother	Q74846	Anchises	Q74867	Themiste  Queen of Dardania	Q90436	Themiste  Queen of Dardania			real	real	Q74885,Q74888	
DEDUPE	father	Q75072	Alcidice	Q75096	Aleus	Q90566	Aleus	Q1536527		real	real		
DEDUPE	mother	Q75072	Alcidice	Q75099	Neaera	Q90598	Neaera			real	real		
DEDUPE	mother	Q75123	Deimachus	Q75165	Idaea  de Gods	Q133062	Chloris		Q28122362	real	real		
DEDUPE	father	Q75153	Deucalion	Q75195	Prometheus	Q90388	Prometheus	Q83160		real	real	Q75054,Q75225,Q90317,Q90374	Q75192,Q90476,Q130710,Q132044,Q132045
DEDUPE	father	Q75195	Prometheus	Q75225	Iapetos	Q90374	Iapetos	Q179543		real	real	Q74698,Q74701	Q75054,Q90317,Q130019,Q131222
DEDUPE	mother	Q75195	Prometheus	Q75054	Themis	Q90317	Clymene Asia	Q159168		real	real	Q74698,Q74701,Q74970	Q75225,Q90374
DEDUPE	father	Q75336	Phoroneus	Q75360	Inachus	Q90325	Inachus	Q735623		real	real	Q74970,Q74973,Q90309	Q75357
DEDUPE	father	Q75441	Hermenegildo Gutiérrez	Q75447	Gutierre	Q99973	Guterre  Mendès de COÏMBRA	Q123479314		real	real		
