qid,english_label,english_description,label_count,description_count,wikidata_qids,wikidata_count
Q52585,"{'language': 'en', 'value': 'Shirou Ikegami //'}","{'language': 'en', 'value': '11 May 1857 - 4 Apr 1929'}",7,2,Q11266855,1
Q52587,Dou Linggan,Tang dynasty person CBDB = 172091,8,1,Q45472991,1
Q52589,"{'language': 'en', 'value': 'Nao Kurihara //'}","{'language': 'en', 'value': 'Japanese designer and businessperson'}",2,2,Q116936042,1
Q52591,,,1,0,Q10144064,1
Q52593,"{'language': 'en', 'value': 'Nagamasa Takakura //'}",,2,0,Q123406185,1
Q52595,,,1,0,Q10946225,1
Q52599,Wang Mao,Western Wei and Northern Zhou military personnel,6,3,Q55716150,1
Q52603,Wang Li,,8,0,Q11572924,1
Q52607,,,2,0,Q30942826,1
Q52609,"{'language': 'en', 'value': 'Ōinomikado Tsunehisa //'}",,4,1,Q11437716,1
Q52611,,,2,0,Q16603432,1
Q52613,"{'language': 'en', 'value': 'Da Chui Yu Men Jing Shang  //'}",,2,1,Q110074041,1
Q52615,,,2,0,Q10946171,1
Q52617,"{'language': 'en', 'value': 'Mibu Motōsa //'}","{'language': 'en', 'value': '4 Apr 1835 - 5 May 1906'}",4,2,Q11429500,1
Q52619,Yuwen Zhong,,2,0,Q18109456,1
Q52621,"{'language': 'en', 'value': 'Tamechika Fujitani //'}","{'language': 'en', 'value': 'Japanese politician'}",7,29,Q51914910,1
Q52625,"{'language': 'en', 'value': 'Reizei Tamemoto //'}","{'language': 'en', 'value': 'Japanese poet'}",3,14,Q11395364,1
Q52627,Gao Zhaorong,concubine of Emperor Xiaowen of Northern Wei,14,2,Q8253650,1
Q52631,Yuan Yue,,14,2,Q10889686,1
Q52633,"{'language': 'en', 'value': 'Daughter of Honda Yasutomo (wife of Yoshida Yoshitsune)'}",,2,0,Q111171625,1
Q52635,Yuan Yi,,18,1,Q10889689,1
Q52637,"{'language': 'en', 'value': 'Yoshida Yoshihiro //'}",,2,1,Q98734277,1
Q52641,"{'language': 'en', 'value': 'Qi Tiao Xin Zu  //'}",,2,1,Q134613475,1
Q52643,Yuan Xun,Northern Wei imperial prince,19,2,Q3275335,1
Q52645,"{'language': 'en', 'value': 'Munemichi Date //'}","{'language': 'en', 'value': '19 Apr 1821 - 20 May 1899'}",6,2,Q11380710,1
Q52647,Yuan Tiao,,3,0,Q10889684,1
Q52648,"{'language': 'en', 'value': 'Sanada Yukimoto //'}","{'language': 'en', 'value': '28 May 1850 - certain 8 Sep 1903'}",5,1,Q11583389,1
Q52651,Yuan Ying,,13,1,Q10889772,1
Q52652,"{'language': 'en', 'value': 'Date Muneatsu //'}","{'language': 'en', 'value': 'daimyo'}",14,10,Q7224597,1
Q52655,princesse Huayang,,4,1,Q16603336,1
Q52656,"{'language': 'en', 'value': 'Takiwaki Nobuhiro //'}",,1,0,Q6636019,1
Q52659,Princess Shiping,daughter of Emperor Xiaowen of Northern Wei,4,3,Q16603365,1
Q52660,"{'language': 'en', 'value': 'Makino Tadayoshi //'}","{'language': 'en', 'value': '17 Dec 1867 - 2 Oct 1933'}",6,2,Q10860103,1
Q52663,princesse Huaiyang,,4,1,Q16603484,1
Q52664,"{'language': 'en', 'value': 'Okudaira Masayuki //'}",,9,4,Q11445780,1
Q52667,princesse Jinan,,4,1,Q16603504,1
Q52668,"{'language': 'en', 'value': 'Munemichi Date //'}",,6,1,Q11380704,1
Q52671,princesse Lanling,,4,1,Q15935905,1
Q52672,"{'language': 'en', 'value': 'Makita Hironari //'}",,5,1,Q51915087,1
Q52675,princesse Xihe,,4,1,Q16603628,1
Q52676,"{'language': 'en', 'value': 'Yi Da Min  //'}",,2,1,Q110064627,1
Q52679,princesse Shunyang,,4,1,Q16603732,1
Q52680,"{'language': 'en', 'value': 'Tōten Miyazaki //'}","{'language': 'en', 'value': 'Japanese social activist (1871-1922)'}",23,25,Q711712,1
Q52683,Princess Nanyang,"princess of Northern Wei, surnamed Tuoba, daughter of Emperor Xiaowen",6,3,Q8257889,1
Q52684,"{'language': 'en', 'value': 'Tsuchi Miyazaki //'}",,5,1,Q17215291,1
Q52687,princesse Yiyang,,4,1,Q15941608,1
Q52688,"{'language': 'en', 'value': 'Yorimitsu Kitakōji //'}","{'language': 'en', 'value': 'Japanese bureaucrat'}",4,3,Q116937967,1
Q52691,,,1,0,Q8257057,1
Q52695,,,1,0,Q8253740,1
Q52699,,,2,0,Q9398082,1
Q52703,,,1,0,Q16603529,1
Q52707,Empress Gao,empress of the Chinese/Xianbei dynasty,8,3,Q5374522,1
Q52711,,,2,0,Q15936235,1
Q52715,,,1,0,Q10889807,1
Q52719,,,1,0,Q16904625,1
Q52723,Gao Chen,"person, CBDB = 172861",8,1,Q11668631,1
Q52727,Gao Rui,"person, CBDB = 172862",8,1,Q15902901,1
Q52731,,,1,0,Q22101155,1
Q52771,Yu Jian,"person, CBDB = 193947",7,1,Q45505528,1
Q52775,Yu Guang,"person, CBDB = 193949",7,1,Q45505593,1
Q52779,Yu Zhiben,Tang dynasty person CBDB = 177637,8,1,Q45484773,1
Q52783,Yu Mou,Tang dynasty person CBDB = 177638,8,1,Q45484837,1
Q52791,Yu Mou,Tang dynasty person CBDB = 177645,8,1,Q45485226,1
Q52795,Yu Wenya,Tang dynasty person CBDB = 193916,8,1,Q45503977,1
Q52799,Yu Mou,Tang dynasty person CBDB = 177641,8,1,Q45485033,1
Q52803,,,2,0,Q67955240,1
Q52807,Li Xian,,14,0,Q18940605,1
Q52811,Li Mu,,6,0,Q24837708,1
Q52815,Bumin Qaghan,founder of the Turkic Khaganate,42,11,Q29001,1
Q52819,,,1,0,Q130570264,1
Q52823,Amrak,5th khagan of Kökturk Khaganate,27,5,Q154894,1
Q52827,Emperor Wucheng of Northern Qi,Northern Qi Emperor (537-569),20,6,Q718243,1
Q52835,Princess Dong'an,,3,0,Q16603451,1
Q52839,Princess Yongchang,,3,0,Q16603467,1
Q52843,Gao Yan,Imperial prince of the Chinese Northern Qi dynasty,10,25,Q5521651,1
Q52847,,,2,0,Q10566674,1
Q52851,,,2,0,Q10566676,1
Q52855,Gao Renji,,2,0,Q10566677,1
Q52859,,,2,0,Q10566679,1
Q52863,,,2,0,Q10566681,1
Q52867,,,2,0,Q10566682,1
Q52871,,,2,0,Q10566685,1
Q52875,,,2,0,Q10566687,1
Q52879,,,2,0,Q10566765,1
Q52883,,,3,0,Q11672723,1
Q52887,,,2,0,Q10566831,1
Q52891,Empress Hulü,Empress of Northern Qi from 565 to 572,10,1,Q1015918,1
Q52895,Empress Hu,Empress of Northern Qi from 572-573,10,2,Q1049137,1
Q52898,Empress Mu Sheli,Empress from Northern Qi from 572-577,10,2,Q1015834,1
Q52913,Gao Heng,Northern Qi emperor,17,5,Q288135,1
Q52917,,,2,0,Q10566773,1
Q52919,Ikeda Yoshinaga,,7,1,Q6529594,1
Q52921,,,2,0,Q10566717,1
Q52923,"{'language': 'en', 'value': 'Ikeda Masakazu //'}","{'language': 'en', 'value': '[池田政和] daimyo of the late-Edo period. lord of Okayama-shinden (Ikusaka)'}",5,2,Q11551910,1
Q52925,,,1,0,Q10566671,1
Q52927,"{'language': 'en', 'value': 'Ikeda Norimasu //'}",,6,1,Q11551874,1
Q52929,,,1,0,Q10566832,1
Q52931,"{'language': 'en', 'value': 'Matsudaira Noritaka //'}","{'language': 'en', 'value': '1821 - 7 Sep 1855'}",6,2,Q10729472,1
Q52935,"{'language': 'en', 'value': 'Shou Song Yuan  (song Ping Cheng Qiao Nozheng Shi ) //'}",,2,0,Q108858885,1
Q52937,Yuán guìrén,,2,0,Q8253764,1
Q52939,"{'language': 'en', 'value': 'Song Ping Jing Zi  //'}",,2,1,Q108858854,1
Q52941,,,2,1,Q8257488,1
Q52943,"{'language': 'en', 'value': 'Nishiwaki Masaharu //'}","{'language': 'en', 'value': 'Japanese zoologist (1915-1984)'}",11,8,Q13365002,1
Q52945,,,1,0,Q10880569,1
Q52947,"{'language': 'en', 'value': 'Yoshiharu Nishiwaki //'}",,7,1,Q48763627,1
Q52949,Yuan Zhao,Northern Wei emperor,18,5,Q3268609,1
Q52953,Yujiulü Anagui,Khan of the Rouran,28,2,Q154928,1
Q52957,Yujiulü Anluochen,khagan of Rouran,7,1,Q11063523,1
Q52961,Princess Ruru,,4,0,Q15942133,1
Q52993,Wei Jingmou,"person, CBDB = 164027",8,1,Q45576807,1
Q52995,"{'language': 'en', 'value': 'Guo Dao Zheng Chen  //'}",,1,0,Q11650656,1
Q52997,Ruogan Hui,Northern Wei noble,3,2,Q11616318,1
Q52999,"{'language': 'en', 'value': 'Ogasawara Tadanobu //'}",,1,0,Q7079838,1
Q53001,,,1,0,Q48890048,1
Q53003,"{'language': 'en', 'value': 'Shang Shan Chun Zi  //'}",,3,0,Q134384261,1
Q53005,Dou Ding,Tang dynasty person CBDB = 171959,8,1,Q45464595,1
Q53007,"{'language': 'en', 'value': 'Fujiko Yasuda //'}",,3,1,Q95577030,1
Q53009,Dou Siren,Tang dynasty person CBDB = 171898,8,1,Q45460775,1
Q53011,"{'language': 'en', 'value': 'Xiao Li Yuan Chun Zhi  //'}",,2,1,Q108497013,1
Q53013,Dou Sichun,Tang dynasty person CBDB = 171904,8,1,Q45461156,1
Q53015,"{'language': 'en', 'value': 'Ogasawara Tadaharu //'}","{'language': 'en', 'value': '(1913-1976)'}",7,2,Q10856540,1
Q53017,Dou Siliang,Tang dynasty person CBDB = 171909,8,1,Q45461440,1
Q53019,"{'language': 'en', 'value': 'Ogasawara Tadayuki //'}","{'language': 'en', 'value': '(1915-1993)'}",8,2,Q10856536,1
Q53021,Dou Siguang,Tang dynasty person CBDB = 171923,8,1,Q45462320,1
Q53023,"{'language': 'en', 'value': 'Ogasawara Tadamune //'}","{'language': 'en', 'value': 'Japanese teacher'}",9,16,Q10856542,1
Q53025,Dou Chongxi,Tang dynasty person CBDB = 171937,8,1,Q45463221,1
Q53027,"{'language': 'en', 'value': 'Song Ping Guang Ze Noniang  (hu Tian Zhong Shu Nozheng Shi ) //'}",,2,0,Q108497391,1
Q53029,Dou Chongdao,Tang dynasty person CBDB = 171938,8,1,Q45463284,1
Q53031,"{'language': 'en', 'value': 'Mizuno Tadamoto //'}","{'language': 'en', 'value': '(1839-1902)'}",6,1,Q10565624,1
Q53033,Dou Chongmin,Tang dynasty person CBDB = 171944,8,1,Q45463659,1
Q53037,Dou Tingyu,Tang dynasty person CBDB = 171947,8,1,Q45463848,1
Q53039,"{'language': 'en', 'value': 'Hōjō Ujihisa //'}",,1,0,Q10862096,1
Q53041,Dou Tingyu,Tang dynasty person CBDB = 171948,8,1,Q45463913,1
Q53043,"{'language': 'en', 'value': 'Doi Toshiyuki //'}",,1,0,Q10862098,1
Q53045,Dou Tingfan,Tang dynasty person CBDB = 171953,8,1,Q45464225,1
Q53047,"{'language': 'en', 'value': 'Hotta Masayoshi //'}",,1,0,Q10862099,1
Q53049,Dou Yanzong,Tang dynasty person CBDB = 171955,8,1,Q45464349,1
Q53051,"{'language': 'en', 'value': 'Xian Ji  //'}",,2,1,Q108094608,1
Q53053,Dou Yanzuo,Tang dynasty person CBDB = 171956,8,1,Q45464411,1
Q53057,Dou Yanfu,Tang dynasty person CBDB = 171957,8,1,Q45464473,1
Q53061,Dou Chengji,Tang dynasty person CBDB = 171804,8,1,Q45454822,1
Q53065,Dou Chengli,Tang dynasty person CBDB = 171807,8,1,Q45455015,1
Q53067,Kong Xu,Song dynasty person CBDB = 37743,8,3,Q22078665,1
Q53069,Dou Chengqing,Tang dynasty person CBDB = 171809,8,1,Q45455142,1
Q53073,Dou Chengxiao,Tang dynasty person CBDB = 171816,8,1,Q45455587,1
Q53077,Dou Chengfu,Tang dynasty person CBDB = 171824,8,1,Q45456089,1
Q53081,Dou Silan,Tang dynasty person CBDB = 171769,8,1,Q45452589,1
Q53085,Dou Chengjia,Tang dynasty person CBDB = 171771,8,1,Q45452714,1
Q53089,Dou Sizhong,Tang dynasty person CBDB = 171772,8,1,Q45452780,1
Q53091,,,1,0,Q28418239,1
Q53093,Dou Chengzu,Tang dynasty person CBDB = 171784,8,1,Q45453540,1
Q53095,,,1,0,Q28418391,1
Q53098,Dou Sigong,Tang dynasty person CBDB = 171800,8,1,Q45454568,1
Q53099,,,1,0,Q28418399,1
Q53102,Dou Sitai,Tang dynasty person CBDB = 171802,8,1,Q45454696,1
Q53103,,,1,0,Q61719994,1
Q53106,Dou Sitai,Tang dynasty person CBDB = 171766,8,1,Q45452402,1
Q53107,,,2,0,Q61721630,1
Q53110,Dou Qie,Tang dynasty person CBDB = 171828,11,1,Q45456341,1
Q53114,Dou Xuan,Tang dynasty person CBDB = 171829,8,1,Q45456406,1
Q53118,Dou Shen,Tang dynasty person CBDB = 171830,8,1,Q45456468,1
Q53122,Dou Chong,Tang dynasty person CBDB = 171831,8,1,Q45456533,1
Q53126,Dou Chang,Tang dynasty person CBDB = 171834,8,1,Q45456722,1
Q53127,Wu Qinghui,Qing dynasty person CBDB = 78544,9,1,Q45592961,1
Q53130,Dou Yue,Tang dynasty person CBDB = 171835,8,1,Q45456784,1
Q53134,Dou Nanxi,Tang dynasty person CBDB = 171837,8,1,Q45456911,1
Q53138,Dou Liangbi,Tang dynasty person CBDB = 171839,8,1,Q45457038,1
Q53142,Dou Qinwang,Tang dynasty person CBDB = 171841,8,1,Q45457164,1
Q53146,Dou Chengyan,Tang dynasty person CBDB = 171861,8,1,Q45458434,1
Q53150,Dou Jieying,Tang dynasty person CBDB = 171871,8,1,Q45459069,1
Q53154,Dou Jieshe,Tang dynasty person CBDB=171888,8,1,Q45460148,1
Q53158,Dou Jieyi,Tang dynasty person CBDB=171893,8,1,Q45460463,1
Q53162,Dou Chongzong,Tang dynasty person CBDB = 171962,8,1,Q45464784,1
Q53166,Dou Chongji,Tang dynasty person CBDB = 171963,8,1,Q45464848,1
Q53167,Kaisheng Wu,People's Republic of China person CBDB = 78495,11,1,Q10919212,1
Q53170,Dou Siguang,Tang dynasty person CBDB = 171964,8,1,Q45464908,1
Q53174,Dou Linggui,Tang dynasty person CBDB = 171967,8,1,Q45465100,1
Q53178,Dou Lingzong,Tang dynasty person CBDB = 171974,8,1,Q45465547,1
Q53182,Dou Lingwan,Tang dynasty person CBDB = 171984,8,1,Q45466175,1
Q53186,Dou Lingyan,Tang dynasty person CBDB = 171986,8,1,Q45466302,1
Q53190,Dou Lingbin,Tang dynasty person CBDB = 171990,8,1,Q45466555,1
Q53194,Dou Lingxiu,Tang dynasty person CBDB = 171991,8,1,Q45466617,1
Q53195,Yuan Jingxue,,4,0,Q99769708,1
Q53198,Dou Linggui,Tang dynasty person CBDB = 171992,8,1,Q45466680,1
Q53202,Dou Lingzhen,Tang dynasty person CBDB = 171995,8,1,Q45466868,1
Q53206,Dou Lingyu,Tang dynasty person CBDB = 171997,8,1,Q45466993,1
Q53210,Dou Sizhen,Tang dynasty person CBDB = 172001,8,1,Q45467249,1
Q53214,Dou Huzi,Tang dynasty person CBDB = 172010,8,1,Q45467827,1
Q53218,Dou Rong,Tang dynasty person CBDB = 172013,8,1,Q45468018,1
Q53222,,,2,0,Q26209005,1
Q53239,Andrea Jung,"President and CEO, Avon Products",41,10,Q271117,1
Q53243,Mark Jung,American businessman,11,11,Q6768303,1
Q53246,,,2,0,Q10341916,1
Q53254,,,2,0,Q15908834,1
Q53262,Ge Xiurong,concubine of Emperor Wu of Liang,13,2,Q16603282,1
Q53263,Liang A,Qing dynasty person CBDB=33557,7,1,Q45424501,1
Q53266,Princess Lin'angong,,4,0,Q16603303,1
Q53270,Princess Yongjia,,4,0,Q16603465,1
Q53273,Xiao Yuling,,14,0,Q16603600,1
Q53277,Xiao Yuwan,,13,0,Q16603611,1
Q53281,Xiao Yuhuan,,3,0,Q16603612,1
Q53285,Xiao Yuzhi,,13,0,Q16603613,1
Q53287,Wang Naiyu,Qing dynasty person CBDB = 30037,8,1,Q45417089,1
Q53289,Xiao Yuyao,,14,0,Q16906805,1
Q53291,Xie Shize,Qing dynasty person CBDB = 30040,8,1,Q45417098,1
Q53295,Gao Jirui,Qing dynasty person CBDB = 30046,8,1,Q45417110,1
Q53299,Wang Xia,Qing dynasty person CBDB = 30054,8,1,Q45417131,1
Q53303,Wang Yixiu,Qing dynasty politician,8,3,Q13655696,1
Q53305,Xiao Zong,Chinese prince of Liang Dynasty,19,3,Q10862285,1
Q53307,Shi Hongyi,Qing dynasty person CBDB = 29965,8,2,Q45416965,1
Q53309,Xiao Lun,"person, CBDB = 193961",17,3,Q11622111,1
Q53311,Shi Chunyi,Qing dynasty person CBDB = 29974,8,1,Q45416983,1
Q53313,Xiao Ji,"person, CBDB = 193960",17,1,Q11622113,1
Q53315,Shi Zhiyi,Qing dynasty person CBDB = 29977,8,2,Q45416989,1
Q53317,Xiao Xu,"person, CBDB = 193957",17,1,Q11622109,1
Q53319,Wang Dianyang,Qing dynasty person CBDB = 29996,8,2,Q45417027,1
Q53321,,,1,0,Q95115357,1
Q53325,,,1,0,Q95139853,1
Q53329,,,1,0,Q95139861,1
Q53333,,,2,0,Q16904381,1
Q53337,,,1,1,Q56953036,1
Q53339,Duke Zhuang of Yan,Chinese ruler,11,1,Q1652764,1
Q53343,Wha of Gojoseon,,6,1,Q11074231,1
Q53349,Li Hui,"person, CBDB = 175276",11,1,Q15938554,1
Q53355,Gang Ho-gyeong,soldier,7,3,Q16262308,1
Q53357,Li Chang,Tang dynasty person CBDB = 175296,7,1,Q45652397,1
Q53359,,,2,0,Q119342300,1
Q53361,Li Zhi,Tang dynasty person CBDB = 175297,7,1,Q45652456,1
Q53365,Li Mou,Tang dynasty person CBDB = 175298,8,1,Q45652515,1
Q53369,Empress Dowager Gong,Chinese empress dowager,8,1,Q5374475,1
Q53373,Xiao Huan,"person, CBDB = 171671",18,2,Q16259833,1
Q53377,Xiao Yu,"person, CBDB = 193952",17,1,Q15936682,1
Q53381,Xiao ??,"person, CBDB = 193953",8,2,Q16075444,1
Q53385,Xiao Jian,"person, CBDB = 193954",16,1,Q16075380,1
Q53389,Empress Wang,empress of the Chinese Liang Dynasty,8,4,Q5374611,1
Q53391,"{'language': 'en', 'value': 'Q28776587'}",,3,0,Q28776587,1
Q53393,,,2,0,Q16260931,1
Q53395,"{'language': 'en', 'value': 'Q84511503'}",,2,0,Q84511503,1
Q53397,Xiao Yao,Tang dynasty person CBDB = 138779,8,1,Q45588429,1
Q53399,Khaidu,Mongol khagan in 11th century,25,6,Q1049910,1
Q53401,,,2,0,Q16603599,1
Q53403,Erumduli Barlas,borjigin Prince & Administrator of Mongol,12,6,Q113662142,1
Q53405,Xiao Qiu,Sui dynasty person CBDB = 145958,9,1,Q45486664,1
Q53407,Ürüg Temür,,4,0,Q30948660,1
Q53409,Xiao Jin,Sui dynasty person CBDB = 145962,8,1,Q45486859,1
Q53411,Timur Buhua,Member of clan of Yuan Dinasty,4,2,Q30947904,1
Q53413,Xiao Cuo,"person, CBDB = 193980",8,1,Q45507315,1
Q53415,Emperor Yizong of Western Xia,emperor of the Western Xia Dynasty,21,7,Q7443,1
Q53417,Xiao Zan,Tang dynasty person CBDB = 171751,8,1,Q45451462,1
Q53419,Empress Liang (Emperor Yizong's wife),"empress of the Western Xia dynasty, married to Emperor Yizong",4,2,Q8258483,1
Q53421,Xiao Chang,Tang dynasty person CBDB = 171753,8,1,Q45451586,1
Q53423,Liang Yimai,Western Xia dynasty politician,4,1,Q11113665,1
Q53425,Xiao Qin,Tang dynasty person CBDB = 171683,8,1,Q45448629,1
Q53427,Liang Yibu,Western Xia dynasty politician,4,1,Q11113667,1
Q53431,Helibo,Jurchen chieftain,21,4,Q7968204,1
Q53433,,,3,1,Q6804626,1
Q53435,Empress Yijian,"Jurchen empress of Jin dynasy, spouse of Jin Xizong (Wanyan Helibo)",14,3,Q8258694,1
Q53437,,,4,1,Q10295740,1
Q53439,Wanyan Wodai,"Jurchen prince, son of Jin Xizong (Wanyan Helibo)",13,2,Q10878480,1
Q53443,Wanyan Wozhe,"Jurchen prince, son of Jin Xizong (Wanyan Helibo)",12,2,Q16260830,1
Q53447,Wanyan Wosai,,4,0,Q10878489,1
Q53451,Wanyan Ang,,5,0,Q10947935,1
Q53453,,,3,0,Q26197838,1
Q53455,Wanyan Gao,"Jurchen prince of Jin Dynasty, son of Jin Xizong (Wanyan Helibo)",14,2,Q10947939,1
Q53457,,,1,0,Q38975293,1
Q53459,Wanyan Wugunai,"Jurchen prince of Jin Dynasty, son of Jin Xizong (Wanyan Helibo)",12,2,Q15955998,1
Q53461,Shen Junli,Chen dynasty person CBDB = 134638,12,1,Q10379544,1
Q53463,Wanyan Dumu,,5,0,Q10947958,1
Q53465,,,7,0,Q14921935,1
Q53467,Wuyashu,Jurchen chieftain,23,2,Q1041784,1
Q53472,Emperor Taizong of Jin,emperor of the Jin Dynasty (1075–1135) (r. 1123-1135),36,10,Q5070,1
Q53473,,,1,0,Q8257669,1
Q53476,Wanyan Chala,,5,0,Q16077182,1
Q53477,,,2,0,Q11658294,1
Q53480,Empress Qinxian,"Jurchen Empress of Jin Dynasty, spouse of Taizu",13,3,Q8258556,1
Q53484,Empress Shengmu,"Jurchen Empress of Jin Dynasty, spouse of Taizu",12,3,Q8258706,1
Q53485,Shen Miaorong,Chinese empress,11,2,Q702902,1
Q53488,Empress Guangyi,"Jurchen empress of dynasty jin, spouse of Taizu",13,3,Q8258612,1
Q53489,Han Zigao,General of the Chen dynasty,6,2,Q11664057,1
Q53492,,,1,0,Q134097223,1
Q53496,Empress Ai of Jin,"Jurchen empress of Jin Dynasty, spouse of Wanyan Zonggan",12,2,Q8258616,1
Q53497,Chen Boyi,"person, CBDB = 149670",9,1,Q11658303,1
Q53500,Empress Cixian,"Jurchen Empress of Jin Dynasty, Spouse of Wanyan Zhonggan",13,3,Q8258674,1
Q53501,Chen Boren,"person, CBDB = 172273",9,1,Q11658296,1
Q53504,Emperor Hailingwang of Jin,emperor of the Jin Dynasty (1115–1234),35,18,Q5072,1
Q53505,,,3,0,Q11658302,1
Q53508,Wanyan Chong,,12,0,Q10947915,1
Q53509,,,2,0,Q11658301,1
Q53512,Wanyan Yan,Prince jurchen of Jin Dynasty,12,2,Q10947917,1
Q53513,Chen Bomou,"person, CBDB = 149510",9,1,Q11658304,1
Q53516,Wanyan Yongqing,prince jurchen of Jin Dynasty,12,2,Q16077238,1
Q53520,Wanyan Gun,prince jurchen of Jin Dynasty,12,2,Q10947952,1
Q53521,Chen Bogu,"person, CBDB = 172271",9,1,Q11658297,1
Q53524,Wanyan Shi,Jin dynasty jurchen,12,2,Q10947918,1
Q53525,Chen Boshan,"person, CBDB = 172266",9,1,Q11658299,1
Q53528,Ningfu Diji,daughter of Emperor Huizong of Song,13,3,Q8253473,1
Q53529,Chen Bogong,Chinese prince,6,1,Q11658300,1
Q53532,,,1,0,Q30950485,1
Q53533,,,3,0,Q11658305,1
Q53536,,,2,0,Q30950482,1
Q53537,,,1,1,Q16603636,1
Q53540,Lady Pucha,mother of Emperor Xizong of Jin,5,2,Q8258713,1
Q53541,,,1,0,Q16603391,1
Q53544,Emperor Xizong of Jin,emperor of the Jin Dynasty (1115–1234),24,12,Q5071,1
Q53545,Dao Yu,,4,0,Q38958019,1
Q53548,,,1,0,Q10947914,1
Q53549,Xu Deyan,Chinese poet,7,18,Q11488685,1
Q53552,Wanyan Heng,,13,0,Q10200351,1
Q53553,Chen Zhiben,Tang dynasty person CBDB = 164676,8,1,Q45607779,1
Q53556,,,1,0,Q30950497,1
Q53560,,,1,0,Q30950503,1
Q53561,Jiang Shi,wife of Chen Xuan Du,7,2,Q65808091,1
Q53564,,,1,0,Q28413437,1
Q53568,Empress Tudan,wife of Emperor Aizong of Jin,9,1,Q8258571,1
Q53572,,,2,0,Q10947957,1
Q53576,,,2,0,Q30950406,1
Q53580,,,1,0,Q8253486,1
Q53581,Chen Yi,"person, CBDB = 164709",7,1,Q45609450,1
Q53584,Shiliewutai,Yuan dynasty person CBDB = 116677,8,1,Q45659081,1
Q53592,Nawruz Beg,Khan of the Golden Horde,25,4,Q2450470,1
Q53596,Berdi Beg,Khan of the Golden Horde,32,5,Q1367194,1
Q53600,Qulpa,Khan of the Golden Horde,21,5,Q2570880,1
Q53604,Kildibeg,khan of the Golden Horde in 1361,22,3,Q4220584,1
Q53608,Muhammad Sultan,khan of the Golden Horde in 1370/1371-1379,11,1,Q4098712,1
Q53612,"{'language': 'en', 'value': 'Mstislav III Davidovich, Prince of Smolensk //'}",,1,0,Q4305591,1
Q53616,"{'language': 'en', 'value': 'NN of Polowcen //'}",,1,0,Q102858229,1
Q53620,"Gleb I Rostislavich, Prince of Smolensk",,9,4,Q4139575,1
Q53621,Cui Zhi,,3,0,Q56600443,1
Q53624,Mikhail Rostislavich,,6,1,Q4297193,1
Q53625,Cui Junsu,"person, CBDB = 150266",8,1,Q45437452,1
Q53628,Konstantin Rostislavich,,5,1,Q4231322,1
Q53629,Cui Junzhou,"person, CBDB = 152868",8,1,Q45562565,1
Q53632,Vasily Vsevolodovich,,5,1,Q4104421,1
Q53633,Cui Junshan,"person, CBDB = 176908",8,1,Q45443881,1
Q53636,Davyd Konstantinovich of Galich,,4,0,Q16641320,1
Q53637,Cui shi (Zheng Shanguo mu),wife of Zheng Cheng,7,3,Q65801219,1
Q53640,Boris Davydovich of Dmitrov,,4,0,Q21636381,1
Q53641,Yuwen Gui,Tang dynasty person CBDB = 173120,8,1,Q45527792,1
Q53644,Fyodor Davydovich of Galich,,5,1,Q105954107,1
Q53645,Yuwen Mou,Tang dynasty person CBDB = 173131,8,1,Q45528484,1
Q53648,NN,,3,0,Q102858264,1
Q53649,Yuwen Yang,great-great-grandson of Yuwen Shiji,7,2,Q25917133,1
Q53652,Evdokia Ivanovna,- 1342,11,2,Q9255738,1
Q53653,Yuwen Zong,great-great-grandson of Yuwen Shiji,7,2,Q25917132,1
Q53656,Prince Vasily Vasilyevich of Yaroslavl,1339 -,6,2,Q4104417,1
Q53660,Roman Vasilyevich,,4,0,Q106919335,1
Q53664,Gleb Vasilievich of Yaroslav,prince,2,2,Q124257388,1
Q53668,Fyodor Molozhsky,,6,2,Q61754409,1
Q53669,Xue Yu,"person, CBDB = 180439",8,1,Q45637534,1
Q53672,Ilbasan,Ruler of the White Horde,18,2,Q3817813,1
Q53673,Xue He,"person, CBDB = 180458",8,1,Q45638583,1
Q53676,Mahmud Khizr,khan of White Horde,21,7,Q3820811,1
Q53677,Xue Yi,"person, CBDB = 180490",8,1,Q45640340,1
Q53680,"{'language': 'en', 'value': 'Konstantin of Rostov //'}",,1,0,Q561490,1
Q53681,Xue Fang,"person, CBDB = 180507",8,1,Q45641333,1
Q53684,"{'language': 'en', 'value': 'Agafia of Kiev //'}",,1,0,Q18235389,1
Q53685,Xue Xiangzhi,Tang dynasty person CBDB = 180243,8,1,Q45626310,1
Q53688,"{'language': 'en', 'value': 'Vsevolod Konstantinovich of Vladimir, Prince of Yaroslavl //'}",,1,0,Q4127279,1
Q53689,Xue Kui,Tang dynasty person CBDB = 180245,8,1,Q45626436,1
Q53692,"{'language': 'en', 'value': 'Vladimir Konstantinovich //'}",,1,0,Q4113051,1
Q53693,Xue Zhongzhang,Tang dynasty person CBDB = 180250,8,1,Q45626748,1
Q53696,"{'language': 'en', 'value': 'Mychailo of Chernigiv //'}",,1,0,Q497962,1
Q53700,"{'language': 'en', 'value': 'Helena of Halych //'}",,1,0,Q12135694,1
Q53704,Mariya Yaroslavna of Murom,- 1297,3,1,Q102858471,1
Q53712,Konstantin Borisovich,Russian nobleman (1255-1307),6,3,Q4231301,1
Q53716,Vasily Borisovich,,3,0,Q106967126,1
Q53720,Fyodor Romanovich,,4,1,Q4493882,1
